Parameters: 	Upper Cutoff:  500	Lower Cutoff: 10	Sample Rate (Hz): 1000	Frames Per Second30	Display Window Size (S)400	MVC Window Size (s): 400	Seconds To Acquire MVC: 3	Display Channel: 0
waveform	[0]	[1]	[2]	[3]	[4]	[5]	[6]	[7]
t0	10/19/2017  17:43:20.282807	10/19/2017  17:43:20.282807	10/19/2017  17:43:20.282807	10/19/2017  17:43:20.282807	10/19/2017  17:43:20.282807	10/19/2017  17:43:20.282807	10/19/2017  17:43:20.282807	10/19/2017  17:43:20.282807
delta t	0.001000	0.001000	0.001000	0.001000	0.001000	0.001000	0.001000	0.001000

time	Y[0]	Y[1]	Y[2]	Y[3]	Y[4]	Y[5]	Y[6]	Y[7]
10/19/2017  17:43:20.274206	4.126874E-2	1.573716E-2	1.900811E-2	-1.015160E+1	1.712873E-2	1.946206E-2	7.714242E-2	3.164702E-2
10/19/2017  17:43:20.275206	1.861626E-1	1.573716E-2	2.155331E-2	-1.013632E+1	2.477858E-2	1.946206E-2	7.714242E-2	3.164702E-2
10/19/2017  17:43:20.276206	2.547966E-1	1.573716E-2	1.900811E-2	-1.013887E+1	2.222863E-2	3.218199E-2	6.697081E-2	2.401527E-2
10/19/2017  17:43:20.277206	1.454906E-1	5.561801E-3	1.137250E-2	-1.013632E+1	1.967868E-2	2.455003E-2	7.968532E-2	3.164702E-2
10/19/2017  17:43:20.278206	9.465070E-2	1.573716E-2	2.664372E-2	-1.013123E+1	1.712873E-2	1.946206E-2	8.985693E-2	3.927877E-2
10/19/2017  17:43:20.279206	-6.549516E-2	1.319332E-2	1.900811E-2	-1.013887E+1	3.497837E-2	2.709402E-2	6.697081E-2	3.164702E-2
10/19/2017  17:43:20.280206	-3.222369E-1	1.064948E-2	1.646291E-2	-1.014142E+1	1.712873E-2	2.709402E-2	7.205661E-2	3.164702E-2
10/19/2017  17:43:20.281206	-8.509724E-1	1.064948E-2	1.900811E-2	-1.014142E+1	1.202884E-2	9.286120E-3	8.222822E-2	2.910311E-2
10/19/2017  17:43:20.282206	-1.534770E+0	2.082484E-2	1.900811E-2	-1.013632E+1	3.242842E-2	1.437409E-2	7.205661E-2	3.927877E-2
10/19/2017  17:43:20.283206	-9.551944E-1	1.064948E-2	1.137250E-2	-1.014142E+1	2.987847E-2	2.963800E-2	6.951371E-2	2.401527E-2
10/19/2017  17:43:20.284206	1.228382E+0	3.608789E-2	1.900811E-2	-1.013632E+1	2.477858E-2	2.709402E-2	7.459952E-2	2.401527E-2
10/19/2017  17:43:20.285206	3.056365E-1	1.319332E-2	2.155331E-2	-1.014396E+1	1.457878E-2	9.286120E-3	8.222822E-2	3.164702E-2
10/19/2017  17:43:20.286206	-1.237356E+0	8.105642E-3	1.900811E-2	-1.014142E+1	2.477858E-2	1.183011E-2	7.205661E-2	4.182269E-2
10/19/2017  17:43:20.287206	-4.391688E-1	1.064948E-2	1.137250E-2	-1.013887E+1	2.732853E-2	2.455003E-2	6.951371E-2	3.164702E-2
10/19/2017  17:43:20.288206	2.616312E+0	1.828100E-2	1.646291E-2	-1.014142E+1	3.752832E-2	2.455003E-2	7.714242E-2	2.655919E-2
10/19/2017  17:43:20.289206	2.082493E+0	1.319332E-2	2.409852E-2	-1.014142E+1	1.457878E-2	2.200605E-2	7.714242E-2	3.164702E-2
10/19/2017  17:43:20.290206	4.581564E-1	3.017961E-3	1.900811E-2	-1.012869E+1	9.478889E-3	1.691808E-2	6.442791E-2	2.910311E-2
10/19/2017  17:43:20.291206	-1.244982E+0	1.573716E-2	8.827299E-3	-1.014905E+1	2.732853E-2	1.946206E-2	7.205661E-2	3.164702E-2
10/19/2017  17:43:20.292206	-5.916887E-1	2.591253E-2	2.155331E-2	-1.014651E+1	2.477858E-2	2.963800E-2	7.205661E-2	3.927877E-2
10/19/2017  17:43:20.293206	6.666002E-1	2.082484E-2	2.155331E-2	-1.012614E+1	1.457878E-2	3.218199E-2	7.714242E-2	3.164702E-2
10/19/2017  17:43:20.294206	3.803425E+0	3.017961E-3	1.646291E-2	-1.012869E+1	1.457878E-2	1.437409E-2	7.968532E-2	3.673486E-2
10/19/2017  17:43:20.295206	1.879133E+0	8.105642E-3	1.137250E-2	-1.015160E+1	2.477858E-2	9.286120E-3	7.459952E-2	3.164702E-2
10/19/2017  17:43:20.296206	-1.519231E-1	2.591253E-2	2.155331E-2	-1.014142E+1	2.732853E-2	2.455003E-2	6.442791E-2	2.401527E-2
10/19/2017  17:43:20.297206	-1.255150E+0	2.082484E-2	2.664372E-2	-1.014142E+1	1.457878E-2	2.963800E-2	7.459952E-2	3.164702E-2
10/19/2017  17:43:20.298206	-1.931321E+0	-2.069720E-3	2.155331E-2	-1.014142E+1	1.712873E-2	9.286120E-3	7.714242E-2	3.419094E-2
10/19/2017  17:43:20.299206	-2.094009E+0	4.741205E-4	1.391770E-2	-1.013887E+1	2.987847E-2	1.691808E-2	6.697081E-2	3.419094E-2
10/19/2017  17:43:20.300206	-1.842352E+0	2.082484E-2	6.282096E-3	-1.014905E+1	2.477858E-2	3.472597E-2	7.205661E-2	2.910311E-2
10/19/2017  17:43:20.301206	-5.027188E-1	2.845637E-2	1.900811E-2	-1.014142E+1	1.457878E-2	2.455003E-2	7.714242E-2	2.401527E-2
10/19/2017  17:43:20.302206	6.920202E-1	5.561801E-3	2.409852E-2	-1.014651E+1	1.712873E-2	1.183011E-2	8.222822E-2	3.419094E-2
10/19/2017  17:43:20.303206	1.281764E+0	5.561801E-3	1.900811E-2	-1.013632E+1	3.242842E-2	1.946206E-2	6.951371E-2	3.927877E-2
10/19/2017  17:43:20.304206	1.116534E+0	1.828100E-2	1.137250E-2	-1.013887E+1	2.732853E-2	3.726996E-2	6.697081E-2	2.147136E-2
10/19/2017  17:43:20.305206	-2.734593E+0	3.017961E-3	1.900811E-2	-1.015160E+1	2.477858E-2	2.455003E-2	7.459952E-2	2.910311E-2
10/19/2017  17:43:20.306206	-2.973541E+0	1.064948E-2	2.664372E-2	-1.014651E+1	1.712873E-2	2.709402E-2	8.222822E-2	4.182269E-2
								
