Parameters: 	Upper Cutoff: : 500	Lower Cutoff: : 30	Sample Rate (HZ)1000	Frames Per Second: 30	Display Window Size (S)400	MVC Window Size (s): 400	Seconds To Acquire MVC: 3	Display Channel: 0
waveform	[0]	[1]	[2]	[3]	[4]	[5]	[6]	[7]
t0	10/19/2017  17:44:51.098356	10/19/2017  17:44:51.098356	10/19/2017  17:44:51.098356	10/19/2017  17:44:51.098356	10/19/2017  17:44:51.098356	10/19/2017  17:44:51.098356	10/19/2017  17:44:51.098356	10/19/2017  17:44:51.098356
delta t	0.001000	0.001000	0.001000	0.001000	0.001000	0.001000	0.001000	0.001000

time	Y[0]	Y[1]	Y[2]	Y[3]	Y[4]	Y[5]	Y[6]	Y[7]
10/19/2017  17:44:51.079896	2.838595E-1	1.054207E-2	6.929839E-3	1.467946E-3	4.071619E-3	7.634427E-3	8.622867E-4	7.733363E-3
10/19/2017  17:44:51.080896	4.004045E-1	2.198585E-6	3.641770E-3	3.098005E-3	2.196077E-4	1.520978E-3	6.818473E-3	3.644012E-3
10/19/2017  17:44:51.081896	5.843369E-1	1.247627E-2	5.418932E-3	6.378882E-3	1.101450E-3	5.078564E-3	2.148568E-3	2.290431E-3
10/19/2017  17:44:51.082896	3.712617E-2	2.964714E-3	6.084623E-3	2.359197E-3	1.221744E-2	8.646629E-4	4.634079E-4	4.763116E-3
10/19/2017  17:44:51.083896	4.444154E-1	1.814165E-2	4.014189E-3	9.476001E-3	2.739991E-3	1.170347E-2	5.927792E-3	1.292222E-3
10/19/2017  17:44:51.084896	4.687785E-2	1.018111E-2	3.826640E-3	5.052630E-3	2.694012E-4	5.701981E-3	3.334537E-3	1.280546E-2
10/19/2017  17:44:51.085896	2.623028E-1	1.272540E-2	1.063104E-2	5.582332E-3	6.000329E-3	3.872745E-5	6.820298E-3	3.368499E-3
10/19/2017  17:44:51.086896	1.978954E-1	8.816580E-3	4.528768E-3	8.523352E-3	8.387000E-4	3.294933E-3	4.216992E-4	7.148419E-3
10/19/2017  17:44:51.087896	3.633811E-1	6.948466E-4	5.698697E-3	1.953770E-2	2.568768E-3	8.804387E-4	5.486863E-3	5.012388E-3
10/19/2017  17:44:51.088896	2.525415E-1	2.471120E-3	4.298437E-4	6.926804E-3	2.588010E-3	4.852457E-3	1.426872E-3	6.053958E-3
10/19/2017  17:44:51.089896	7.663087E-2	2.654589E-3	6.042782E-3	7.620621E-3	4.497271E-3	4.095763E-3	5.605360E-3	8.378248E-3
10/19/2017  17:44:51.090896	2.367595E-1	4.223084E-4	1.181331E-3	6.057028E-3	7.337164E-3	7.346508E-3	2.786546E-4	1.071272E-3
