Parameters: 	Upper Cutoff: : 500	Lower Cutoff: : 20	Sample Rate (HZ)1000	Frames Per Second: 30	Display Window Size (S)100	MVC Window Size (s): 100	Seconds To Acquire MVC: 3	Display Channel: 0
waveform	[0]	[1]	[2]	[3]	[4]	[5]	[6]	[7]
t0	10/19/2017  17:22:32.678383	10/19/2017  17:22:32.678383	10/19/2017  17:22:32.678383	10/19/2017  17:22:32.678383	10/19/2017  17:22:32.678383	10/19/2017  17:22:32.678383	10/19/2017  17:22:32.678383	10/19/2017  17:22:32.678383
delta t	0.001000	0.001000	0.001000	0.001000	0.001000	0.001000	0.001000	0.001000

time	Y[0]	Y[1]	Y[2]	Y[3]	Y[4]	Y[5]	Y[6]	Y[7]
10/19/2017  17:22:32.663404	3.501846E-1	4.569701E-3	1.031692E-2	1.600116E-2	4.826362E-3	5.915325E-3	7.634265E-3	1.349209E-2
10/19/2017  17:22:32.664404	2.057419E-1	5.340202E-3	5.671344E-3	9.101768E-3	8.234068E-4	3.869087E-3	5.637271E-3	3.643202E-3
10/19/2017  17:22:32.665404	2.331923E-1	1.304822E-3	6.126674E-3	7.132547E-3	1.080802E-2	1.574268E-5	4.177175E-3	7.288505E-4
10/19/2017  17:22:32.666404	1.105779E-1	1.465520E-2	2.487818E-3	9.907364E-3	5.742071E-3	4.972334E-3	5.103904E-3	2.931709E-3
10/19/2017  17:22:32.667404	3.292425E-1	1.746556E-3	3.120389E-5	1.013160E-2	4.656482E-3	1.053940E-2	1.213466E-3	2.082616E-3
10/19/2017  17:22:32.668404	4.915079E-1	5.487796E-3	8.981731E-3	2.470399E-3	5.437226E-3	1.124834E-3	5.980680E-3	9.905703E-3
10/19/2017  17:22:32.669404	1.078649E-1	1.822230E-3	2.108398E-3	1.400929E-2	7.649093E-4	7.876527E-3	4.424928E-3	1.085390E-2
10/19/2017  17:22:32.670404	9.156472E-2	1.253904E-3	3.524671E-3	1.494734E-3	3.066903E-3	3.201824E-3	3.381757E-3	1.592055E-3
10/19/2017  17:22:32.671404	1.458214E-1	1.382612E-3	6.446692E-3	1.401014E-2	8.939285E-3	6.139606E-3	1.101806E-2	3.492638E-3
10/19/2017  17:22:32.672404	6.931030E-2	1.186246E-2	4.717663E-3	7.317704E-4	4.105209E-3	1.365977E-2	8.886714E-4	1.778823E-3
10/19/2017  17:22:32.673404	4.795828E-1	5.808037E-4	7.538408E-3	2.999825E-4	1.753251E-3	1.005035E-2	1.693261E-5	3.342125E-3
