Parameters: 	Upper Cutoff:  500	Lower Cutoff: 30	Sample Rate (Hz): 1000	Frames Per Second30	Display Window Size (S)400	MVC Window Size (s): 400	Seconds To Acquire MVC: 3	Display Channel: 0
waveform	[0]	[1]	[2]	[3]	[4]	[5]	[6]	[7]
t0	10/19/2017  17:44:39.640096	10/19/2017  17:44:39.640096	10/19/2017  17:44:39.640096	10/19/2017  17:44:39.640096	10/19/2017  17:44:39.640096	10/19/2017  17:44:39.640096	10/19/2017  17:44:39.640096	10/19/2017  17:44:39.640096
delta t	0.001000	0.001000	0.001000	0.001000	0.001000	0.001000	0.001000	0.001000

time	Y[0]	Y[1]	Y[2]	Y[3]	Y[4]	Y[5]	Y[6]	Y[7]
10/19/2017  17:44:39.628896	1.051159E+0	1.817166E-3	1.071021E-3	4.519663E-3	5.683583E-3	2.121490E-3	2.758813E-3	2.412980E-3
10/19/2017  17:44:39.629896	1.074493E+0	5.566973E-3	1.191264E-3	2.511125E-4	5.482551E-4	5.685743E-3	1.391428E-2	1.322747E-3
10/19/2017  17:44:39.630896	1.562569E-1	1.324170E-3	1.184426E-3	4.550323E-4	5.646558E-3	4.517015E-5	4.519554E-3	4.870085E-4
10/19/2017  17:44:39.631896	4.513975E-1	4.478026E-3	3.071879E-3	2.899805E-3	2.857839E-3	3.366170E-3	3.564749E-3	6.093699E-3
10/19/2017  17:44:39.632896	2.755004E-1	4.105984E-3	1.925805E-3	1.410939E-2	5.214568E-3	1.679855E-2	3.222367E-3	4.359607E-3
10/19/2017  17:44:39.633896	6.978800E-1	9.112334E-3	2.991082E-3	8.317103E-3	3.778589E-3	2.347785E-3	1.291310E-2	3.708124E-4
10/19/2017  17:44:39.634896	6.914252E-1	2.539921E-3	2.193587E-3	1.440565E-3	6.031085E-4	2.029789E-3	2.873742E-4	5.800382E-3
10/19/2017  17:44:39.635896	5.603918E-1	1.335159E-2	1.117417E-3	1.141660E-3	2.618519E-3	3.754501E-3	1.566084E-3	3.464032E-3
10/19/2017  17:44:39.636896	1.175629E+0	9.302543E-3	3.707404E-3	1.094811E-3	3.603690E-3	3.408245E-3	2.484926E-3	9.601084E-4
10/19/2017  17:44:39.637896	1.345414E+0	8.521302E-3	4.045031E-4	9.627185E-3	4.149052E-3	8.546304E-3	7.242451E-4	7.388778E-3
10/19/2017  17:44:39.638896	5.979703E-2	6.451775E-4	3.591045E-3	4.650745E-3	6.532879E-3	8.040487E-4	1.048195E-2	7.129915E-4
10/19/2017  17:44:39.639896	1.635878E+0	5.769292E-3	2.342679E-3	5.013975E-3	1.458661E-2	2.440427E-3	4.924526E-4	5.324880E-4
10/19/2017  17:44:39.640896	1.112100E+0	2.805723E-3	5.830577E-3	6.728158E-3	2.154852E-3	2.801332E-3	1.687865E-3	6.311204E-3
10/19/2017  17:44:39.641896	6.795596E-1	7.810523E-3	4.493160E-3	1.087451E-2	3.792489E-3	2.173078E-3	3.101962E-3	7.172844E-3
10/19/2017  17:44:39.642896	9.039442E-1	1.840511E-3	5.572200E-3	3.209641E-3	9.195836E-3	6.947881E-3	1.743626E-3	1.304242E-2
10/19/2017  17:44:39.643896	3.114712E-1	1.671412E-3	3.252164E-3	4.442399E-3	8.249722E-3	6.813132E-3	5.261762E-3	8.385350E-3
10/19/2017  17:44:39.644896	5.664239E-1	5.228275E-4	6.470226E-3	3.224108E-3	5.852572E-3	7.662554E-4	4.845317E-3	7.179321E-3
10/19/2017  17:44:39.645896	2.624245E-1	1.762022E-3	2.112818E-3	2.363563E-3	4.015872E-3	9.410106E-4	3.382606E-3	1.891511E-3
10/19/2017  17:44:39.646896	8.057981E-1	3.681349E-3	2.784449E-3	3.991062E-4	2.518915E-3	5.794656E-3	6.135143E-3	3.307736E-3
10/19/2017  17:44:39.647896	1.760837E+0	8.697999E-3	5.495223E-3	5.254006E-5	1.324631E-3	1.272776E-4	2.731324E-3	8.071287E-3
10/19/2017  17:44:39.648896	1.035668E+0	3.013511E-3	2.574902E-3	2.161659E-3	2.389873E-3	1.147056E-2	1.588325E-2	3.674682E-3
10/19/2017  17:44:39.649896	3.136465E-2	7.939288E-3	6.377306E-3	6.646853E-3	9.247208E-3	3.643091E-3	5.500122E-3	1.055960E-2
10/19/2017  17:44:39.650896	1.080019E+0	6.125844E-3	1.399418E-2	4.548089E-3	5.569249E-3	2.489929E-3	1.222615E-2	8.144720E-3
10/19/2017  17:44:39.651896	9.239548E-1	2.340478E-3	5.372183E-3	1.040615E-3	3.223714E-3	4.890590E-4	1.296757E-3	1.037638E-3
10/19/2017  17:44:39.652896	3.104906E+0	1.052916E-4	3.608522E-3	2.778827E-3	3.712292E-4	1.644245E-3	3.566147E-3	6.536725E-3
10/19/2017  17:44:39.653896	1.474979E+0	4.786378E-4	6.136043E-3	4.319712E-4	6.218293E-4	8.666538E-3	5.685849E-3	1.255116E-3
10/19/2017  17:44:39.654896	2.562828E-1	1.080970E-2	9.652056E-4	4.092926E-4	2.737924E-3	1.957577E-3	5.164921E-3	1.016418E-2
10/19/2017  17:44:39.655896	1.393547E+0	3.786699E-3	6.081053E-4	7.555051E-3	1.783273E-3	5.356193E-4	5.403819E-3	3.644086E-3
10/19/2017  17:44:39.656896	1.688219E+0	6.417832E-3	2.626424E-3	6.308796E-3	2.979836E-3	9.784212E-3	8.877439E-3	2.214648E-3
10/19/2017  17:44:39.657896	1.854493E+0	6.527299E-3	3.447537E-3	1.627404E-3	3.555775E-4	2.739609E-3	1.157050E-3	5.617867E-3
10/19/2017  17:44:39.658896	1.797584E+0	2.070202E-3	5.280497E-3	7.699078E-3	3.621187E-3	2.244187E-3	7.251935E-3	4.784005E-3
10/19/2017  17:44:39.659896	1.424781E+0	8.228326E-4	3.336722E-4	4.753538E-3	1.225007E-2	5.763258E-3	4.343173E-3	2.750655E-3
10/19/2017  17:44:39.660896	9.949588E-1	1.463775E-3	3.391288E-3	7.478624E-3	1.076713E-2	5.853006E-4	1.879468E-3	7.685989E-4
								
10/19/2017  17:44:39.661896	6.320541E-1	1.260454E-3	3.069925E-3	4.302563E-3	1.129933E-2	8.415136E-3	3.592011E-3	1.083723E-2
10/19/2017  17:44:39.662896	2.091854E-1	4.796944E-3	6.642390E-3	1.887349E-3	2.386873E-7	2.426779E-3	1.619735E-3	5.954788E-3
10/19/2017  17:44:39.663896	2.472221E-1	7.453700E-3	4.229102E-3	1.380524E-2	3.215744E-3	5.539390E-3	3.336991E-3	4.163109E-3
10/19/2017  17:44:39.664896	6.603216E-1	1.659035E-3	7.653921E-3	3.760177E-3	5.009065E-3	5.983203E-3	2.096417E-3	2.053737E-3
10/19/2017  17:44:39.665896	6.652900E-1	3.106391E-3	5.665595E-3	6.204824E-3	3.718580E-3	3.700884E-3	7.088061E-3	1.767476E-3
10/19/2017  17:44:39.666896	4.007089E-1	4.273086E-3	7.253672E-3	1.082935E-2	4.594264E-3	1.888704E-3	2.541921E-3	9.443434E-3
10/19/2017  17:44:39.667896	2.641679E-1	5.535128E-3	2.547084E-3	1.690411E-3	6.648039E-3	1.497984E-3	6.308071E-3	6.657390E-3
10/19/2017  17:44:39.668896	2.938529E-1	1.097575E-2	2.499081E-3	5.263279E-3	1.078552E-2	7.522617E-3	8.065925E-3	2.240108E-5
10/19/2017  17:44:39.669896	4.757699E-1	8.754256E-3	4.375072E-3	2.979178E-3	3.409759E-3	3.362678E-3	3.591067E-3	6.102500E-3
10/19/2017  17:44:39.670896	5.029853E-1	4.225424E-3	7.466934E-4	1.746709E-3	2.618174E-4	6.261166E-3	2.489905E-3	6.697615E-3
10/19/2017  17:44:39.671896	4.771026E-1	5.113492E-3	2.741501E-4	3.198772E-3	1.421031E-3	3.615807E-3	1.614691E-3	3.958774E-3
10/19/2017  17:44:39.672896	3.892555E-1	5.186136E-3	2.998127E-3	3.993028E-3	7.750226E-3	1.428717E-2	3.039478E-3	6.091544E-3
10/19/2017  17:44:39.673896	3.475350E-1	3.270617E-3	1.133419E-2	5.962971E-3	3.268067E-3	3.940394E-3	8.337356E-3	2.445020E-4
10/19/2017  17:44:39.674896	3.305967E-1	4.219475E-3	8.049591E-4	7.453973E-3	3.146288E-4	1.056065E-3	3.413566E-3	1.204354E-2
10/19/2017  17:44:39.675896	2.019313E-1	7.504058E-3	6.141288E-3	3.119754E-3	5.377252E-4	4.994804E-3	8.328521E-3	7.828502E-3
10/19/2017  17:44:39.676896	1.060779E-1	1.965539E-3	2.789021E-3	1.759181E-3	1.314216E-3	2.447400E-3	3.401774E-3	7.405530E-3
10/19/2017  17:44:39.677896	8.976044E-2	4.234508E-3	1.157893E-2	3.434955E-3	7.707342E-3	6.779538E-3	6.327970E-3	3.481607E-3
