Time (s), Percentage Displayed
0.006014, 12.913435
0.049155, 12.913435
0.083263, 12.334097
0.117353, 11.518257
0.150424, 11.518257
0.183526, 10.883765
0.216601, 10.883765
0.249687, 10.792710
0.282782, 10.783078
0.315839, 11.235982
0.349972, 11.189359
0.382058, 11.052320
0.415120, 11.052320
0.448231, 11.854054
0.481318, 12.917188
0.515368, 12.917188
0.549460, 14.032991
0.582590, 14.396163
0.616664, 14.987044
0.649745, 15.310629
0.682839, 15.559951
0.715948, 15.109827
0.749016, 15.024716
0.782103, 14.322757
0.815184, 13.604553
0.849282, 13.355464
0.883379, 12.939646
0.916453, 12.363721
0.949522, 11.995942
0.982609, 10.772367
1.015697, 10.569451
1.048786, 10.088772
1.081975, 9.944586
1.114091, 9.185432
1.147180, 8.916330
1.180274, 8.636424
1.213355, 8.402763
1.247442, 8.450873
1.280533, 8.184248
1.314629, 8.571053
1.348719, 8.828168
1.382807, 9.245281
1.415894, 8.980565
1.448986, 9.504399
1.481070, 9.860698
1.515162, 9.755764
1.548214, 9.855504
1.581337, 10.058290
1.614393, 10.258639
1.648508, 10.494424
1.681592, 11.194277
1.714657, 11.520632
1.747776, 11.737106
1.780860, 11.685747
1.813948, 11.531448
1.847042, 11.317143
1.880128, 11.167107
1.913216, 11.115973
1.947302, 11.400089
1.980365, 11.259674
2.014490, 11.476435
2.047574, 11.265025
2.080662, 10.993816
2.113750, 11.156236
2.146807, 11.011328
2.180897, 10.255924
2.215022, 9.973510
2.247072, 9.930456
2.281194, 10.288824
2.314282, 10.504343
2.347374, 10.420250
2.381464, 10.377084
2.415555, 10.477670
2.448608, 10.219624
2.481696, 10.024363
2.514784, 10.024363
2.547902, 10.126117
2.581963, 10.109749
2.614048, 10.805662
2.647167, 10.516390
2.681229, 10.782205
2.714343, 11.105255
2.747443, 11.289218
2.780518, 11.289218
2.814627, 11.099031
2.847713, 11.743721
2.880787, 11.743721
2.914888, 12.064423
2.947976, 12.375327
2.980053, 12.375327
3.013140, 12.783592
3.046196, 12.681573
3.079287, 12.637366
3.112406, 12.122123
3.145463, 12.236272
3.179583, 11.942144
3.212674, 11.942144
3.245728, 12.107953
3.278818, 11.970458
3.311907, 12.035657
3.344993, 12.057054
3.377078, 11.958061
3.410193, 11.958061
3.444387, 10.821324
3.477438, 10.821324
3.510544, 9.702968
3.543619, 9.702968
3.576786, 9.301954
3.609860, 9.301954
3.643955, 9.173554
3.676042, 8.884503
3.709128, 8.808578
3.742224, 7.895594
3.776316, 7.770704
3.809394, 7.770704
3.842494, 7.549817
3.875571, 7.549817
3.908669, 7.782634
3.941747, 7.782634
3.974802, 8.496429
4.008935, 8.603175
4.042017, 8.603175
4.074108, 9.030799
4.108159, 9.030799
4.141278, 9.224275
4.174361, 9.440187
4.207421, 9.741512
4.240510, 9.876700
4.274632, 9.917515
4.307688, 9.844231
4.341810, 9.844231
4.374899, 9.786741
4.407990, 9.771636
4.440074, 9.762252
4.473145, 9.867721
4.507261, 10.067939
4.540340, 10.067939
4.573395, 10.027280
4.606510, 10.245640
4.639611, 10.244159
4.672698, 10.298129
4.705788, 10.971994
4.738861, 11.237616
4.771964, 11.945016
4.804048, 12.339516
4.837138, 12.513335
4.870225, 12.379762
4.903312, 12.385286
4.936400, 12.569955
4.970449, 12.596063
5.003579, 12.871073
5.037628, 13.102445
5.071719, 12.878496
5.105846, 12.962236
5.138930, 13.253536
5.172020, 13.015998
5.204104, 12.177646
5.238197, 12.137061
5.271281, 11.601144
5.305367, 11.576269
5.338455, 11.316390
5.372520, 11.174759
5.406610, 11.165378
5.439717, 11.269138
5.472817, 10.907903
5.505874, 10.709907
5.538996, 10.520110
5.571051, 10.564107
5.604166, 10.779265
5.637257, 10.429046
5.671340, 10.234921
5.704401, 10.680368
5.737521, 10.465334
5.770608, 10.368299
5.803665, 10.125428
5.836785, 10.202013
5.869878, 10.274993
5.902938, 10.104922
5.937019, 10.322359
5.969136, 10.008645
6.002224, 9.933287
6.035308, 10.056351
6.068370, 9.699063
6.101488, 9.292785
6.135547, 9.224502
6.168655, 9.595331
6.201724, 9.225453
6.235854, 8.771251
6.268934, 8.725482
6.303033, 8.343523
6.337082, 8.185267
6.370171, 7.943299
6.403285, 7.554254
6.436362, 7.388122
6.469461, 7.212275
6.502552, 6.855869
6.535628, 6.795164
6.568726, 6.902593
6.601821, 6.918333
6.635883, 6.597862
6.668997, 6.847543
6.701050, 7.273727
6.735168, 7.394161
6.769273, 7.661855
6.802346, 7.663911
6.835449, 7.807884
6.868495, 7.837593
6.901597, 7.883249
6.934712, 7.911879
6.967802, 7.938541
7.000881, 8.199567
7.034036, 8.577319
7.067135, 8.509058
7.100222, 8.508409
7.133310, 8.851093
7.166398, 8.795888
7.200490, 8.850738
7.233577, 8.887643
7.267668, 8.986160
7.301760, 9.725918
7.334846, 10.105203
7.367893, 10.205919
7.401002, 10.238736
7.433106, 10.755319
7.467185, 11.043963
7.500286, 10.895242
7.534377, 10.901662
7.568426, 11.141631
7.601557, 11.606608
7.635634, 11.758855
7.668734, 11.467635
7.701821, 11.185844
7.734870, 11.585717
7.767957, 11.281150
7.801044, 10.978720
7.834164, 10.723146
7.867263, 10.660075
7.900350, 10.869728
7.933439, 10.535798
7.966526, 10.292299
7.999573, 10.473311
8.032704, 10.715530
8.065791, 10.655361
8.098877, 10.228623
8.131966, 10.113546
8.164050, 10.374505
8.197139, 10.286077
8.230228, 9.956599
8.263313, 10.271878
8.296402, 10.185407
8.329492, 9.834482
8.362580, 9.698033
8.395667, 9.586181
8.428714, 9.586181
8.461831, 9.584410
8.495934, 9.603671
8.529022, 9.382879
8.562073, 9.365383
8.595156, 9.354952
8.628287, 9.536295
8.662376, 9.549768
8.695528, 9.464364
8.728662, 9.296538
8.762750, 8.894592
8.795796, 8.719827
8.828900, 8.492519
8.862014, 8.489347
8.894058, 8.460446
8.927186, 8.446031
8.960276, 8.338195
8.993364, 8.263506
9.026450, 8.250123
9.059546, 8.413493
9.092626, 8.393937
9.125714, 8.510060
9.158802, 8.600047
9.191890, 8.583985
9.224978, 8.885929
9.258068, 9.008264
9.292118, 9.483376
9.325233, 9.998834
9.358334, 10.116702
9.391422, 10.158687
9.424511, 10.317030
9.457597, 10.619467
9.490685, 10.476850
9.523774, 10.175600
9.556861, 10.173071
9.589951, 10.223322
9.622036, 10.000075
9.655121, 9.808515
9.688210, 10.197560
9.721298, 9.873690
9.754386, 10.217455
9.787475, 10.500481
9.821555, 9.975575
9.854652, 10.075132
9.887702, 10.140574
9.920829, 10.102202
9.953916, 10.207325
9.987998, 10.381101
