Time (s), Percentage Displayed
0.011033, 12.959847
0.059157, 12.959847
0.092247, 12.572188
0.125334, 11.484774
0.159421, 11.107048
0.192513, 10.474977
0.224637, 10.240865
0.257724, 10.548975
0.290771, 10.548975
0.323861, 10.939794
0.356988, 10.948826
0.390034, 10.948826
0.423163, 11.072571
0.456238, 11.072571
0.489301, 10.543191
0.523418, 10.285026
0.556508, 10.090203
0.589565, 9.808681
0.621680, 9.799775
0.654740, 10.269491
0.687828, 10.399506
0.720914, 10.399506
0.755006, 10.776136
0.788122, 10.827394
0.821182, 10.879225
0.854270, 11.393864
0.887412, 11.045309
0.920446, 11.142763
0.953534, 11.562399
0.986650, 11.881484
1.019719, 12.016650
1.052800, 12.349252
1.085886, 12.684183
1.118978, 12.874742
1.152070, 12.825430
1.185151, 12.869677
1.218238, 11.961034
1.251354, 12.268348
1.284414, 12.018939
1.317509, 11.874331
1.350590, 11.192479
1.382675, 11.038361
1.415768, 10.988167
1.448851, 10.550083
1.481939, 10.239768
1.515026, 9.946690
1.548142, 9.698639
1.581202, 8.998491
1.615304, 8.558284
1.649410, 8.203799
1.682498, 7.842968
1.715586, 7.636655
1.747683, 7.056288
1.781735, 6.883211
1.814822, 6.500452
1.847914, 6.489201
1.880999, 6.223953
1.914088, 6.193631
1.947176, 6.084068
1.980289, 6.187794
2.013379, 6.189820
2.046466, 6.207124
2.079529, 6.218862
2.112642, 6.048722
2.145733, 6.377204
2.179821, 6.875903
2.212881, 7.502819
2.246005, 8.119651
2.279085, 8.625125
2.312197, 9.750018
2.346269, 10.046757
2.379357, 10.364859
2.412413, 10.521313
2.445500, 10.957915
2.478586, 11.069596
2.510701, 11.275327
2.543792, 11.590264
2.576877, 11.813809
2.609936, 11.849844
2.643054, 11.607531
2.676145, 10.948086
2.709232, 10.312857
2.742320, 9.657136
2.775377, 9.037914
2.809466, 8.179448
2.842555, 7.776202
2.874640, 7.452765
2.908762, 7.988862
2.942821, 8.509938
2.975909, 9.073076
3.008997, 9.737416
3.042085, 10.286286
3.075199, 10.838962
3.108261, 11.427162
3.141351, 12.048024
3.174437, 12.410659
3.207552, 13.731305
3.240613, 14.225595
3.272726, 14.820311
3.305787, 15.593313
3.338873, 15.916830
3.371962, 16.732351
3.405050, 16.786863
3.438138, 16.487255
3.471258, 15.803646
3.504341, 15.191179
3.538437, 14.404286
3.571492, 14.558117
3.604611, 13.902587
3.636698, 13.463685
3.670757, 13.832178
3.703880, 12.999582
3.736959, 12.571260
3.770054, 12.056757
3.804140, 11.302732
3.837236, 11.092585
3.870286, 10.493580
3.903374, 10.160490
3.936462, 9.609860
3.969578, 9.771000
4.001635, 10.080617
4.034770, 10.399169
4.068843, 10.280262
4.101934, 10.280262
4.135020, 11.009766
4.169107, 11.009766
