Time (s), Raw Data By Channel
-0.002944, 1.398297E+0, 1.398929E+0
-0.001944, 1.408499E+0, 1.409125E+0
-0.000944, 1.408499E+0, 1.398929E+0
0.000056, 1.398297E+0, 1.398929E+0
0.001056, 1.408499E+0, 1.409125E+0
0.002056, 1.398297E+0, 1.409125E+0
0.003056, 1.408499E+0, 1.409125E+0
0.004056, 1.398297E+0, 1.398929E+0
0.005056, 1.408499E+0, 1.409125E+0
0.006056, 1.398297E+0, 1.398929E+0
0.007056, 1.398297E+0, 1.409125E+0
0.008056, 1.398297E+0, 1.409125E+0
0.009056, 1.398297E+0, 1.398929E+0
0.010056, 1.398297E+0, 1.409125E+0
0.011056, 1.408499E+0, 1.409125E+0
0.012056, 1.408499E+0, 1.398929E+0
0.013056, 1.398297E+0, 1.398929E+0
0.014056, 1.408499E+0, 1.409125E+0
0.015056, 1.408499E+0, 1.409125E+0
0.016056, 1.398297E+0, 1.409125E+0
0.017056, 1.398297E+0, 1.398929E+0
0.018056, 1.398297E+0, 1.409125E+0
0.019056, 1.398297E+0, 1.409125E+0
0.020056, 1.398297E+0, 1.409125E+0
0.021056, 1.398297E+0, 1.409125E+0
0.022056, 1.408499E+0, 1.398929E+0
0.023056, 1.408499E+0, 1.409125E+0
0.024056, 1.408499E+0, 1.409125E+0
0.025056, 1.408499E+0, 1.398929E+0
0.026056, 1.398297E+0, 1.398929E+0
0.027056, 1.398297E+0, 1.398929E+0
0.028056, 1.408499E+0, 1.398929E+0
0.029056, 1.398297E+0, 1.398929E+0
, , 
0.030056, 1.398297E+0, 1.398929E+0
0.031056, 1.398297E+0, 1.398929E+0
0.032056, 1.408499E+0, 1.409125E+0
0.033056, 1.408499E+0, 1.398929E+0
0.034056, 1.408499E+0, 1.398929E+0
0.035056, 1.408499E+0, 1.409125E+0
0.036056, 1.398297E+0, 1.398929E+0
0.037056, 1.398297E+0, 1.409125E+0
0.038056, 1.408499E+0, 1.409125E+0
0.039056, 1.398297E+0, 1.398929E+0
0.040056, 1.398297E+0, 1.409125E+0
0.041056, 1.408499E+0, 1.398929E+0
0.042056, 1.408499E+0, 1.409125E+0
0.043056, 1.408499E+0, 1.398929E+0
0.044056, 1.408499E+0, 1.398929E+0
0.045056, 1.408499E+0, 1.409125E+0
0.046056, 1.398297E+0, 1.409125E+0
0.047056, 1.398297E+0, 1.398929E+0
0.048056, 1.408499E+0, 1.409125E+0
0.049056, 1.408499E+0, 1.409125E+0
0.050056, 1.398297E+0, 1.409125E+0
0.051056, 1.408499E+0, 1.409125E+0
0.052056, 1.408499E+0, 1.398929E+0
0.053056, 1.398297E+0, 1.398929E+0
0.054056, 1.398297E+0, 1.409125E+0
0.055056, 1.398297E+0, 1.398929E+0
0.056056, 1.408499E+0, 1.409125E+0
0.057056, 1.408499E+0, 1.409125E+0
0.058056, 1.398297E+0, 1.398929E+0
0.059056, 1.408499E+0, 1.398929E+0
0.060056, 1.408499E+0, 1.409125E+0
0.061056, 1.408499E+0, 1.409125E+0
0.062056, 1.398297E+0, 1.398929E+0
, , 
0.063056, 1.398297E+0, 1.398929E+0
0.064056, 1.408499E+0, 1.398929E+0
0.065056, 1.408499E+0, 1.398929E+0
