Time, Activation By Channel (% of MVC)
-0.002788, 1.408499E+0, 1.409125E+0
-0.001788, 1.408499E+0, 1.409125E+0
-0.000788, 1.408499E+0, 1.409125E+0
0.000212, 1.408499E+0, 1.398929E+0
0.001212, 1.408499E+0, 1.409125E+0
0.002212, 1.398297E+0, 1.409125E+0
0.003212, 1.408499E+0, 1.409125E+0
0.004212, 1.398297E+0, 1.398929E+0
0.005212, 1.408499E+0, 1.409125E+0
0.006212, 1.398297E+0, 1.398929E+0
0.007212, 1.408499E+0, 1.409125E+0
0.008212, 1.408499E+0, 1.398929E+0
0.009212, 1.398297E+0, 1.398929E+0
0.010212, 1.408499E+0, 1.398929E+0
0.011212, 1.398297E+0, 1.398929E+0
0.012212, 1.408499E+0, 1.409125E+0
0.013212, 1.408499E+0, 1.409125E+0
0.014212, 1.408499E+0, 1.409125E+0
0.015212, 1.408499E+0, 1.398929E+0
0.016212, 1.398297E+0, 1.409125E+0
0.017212, 1.408499E+0, 1.409125E+0
0.018212, 1.398297E+0, 1.398929E+0
0.019212, 1.408499E+0, 1.398929E+0
0.020212, 1.408499E+0, 1.409125E+0
0.021212, 1.408499E+0, 1.409125E+0
0.022212, 1.408499E+0, 1.409125E+0
0.023212, 1.398297E+0, 1.398929E+0
0.024212, 1.408499E+0, 1.409125E+0
0.025212, 1.398297E+0, 1.398929E+0
0.026212, 1.398297E+0, 1.398929E+0
0.027212, 1.398297E+0, 1.398929E+0
0.028212, 1.408499E+0, 1.398929E+0
0.029212, 1.398297E+0, 1.398929E+0
, , 
0.030212, 1.408499E+0, 1.409125E+0
0.031212, 1.398297E+0, 1.398929E+0
0.032212, 1.408499E+0, 1.398929E+0
0.033212, 1.408499E+0, 1.398929E+0
0.034212, 1.408499E+0, 1.398929E+0
0.035212, 1.398297E+0, 1.409125E+0
0.036212, 1.398297E+0, 1.398929E+0
0.037212, 1.408499E+0, 1.409125E+0
0.038212, 1.408499E+0, 1.398929E+0
0.039212, 1.408499E+0, 1.409125E+0
0.040212, 1.398297E+0, 1.398929E+0
0.041212, 1.408499E+0, 1.398929E+0
0.042212, 1.398297E+0, 1.398929E+0
0.043212, 1.408499E+0, 1.398929E+0
0.044212, 1.408499E+0, 1.398929E+0
0.045212, 1.408499E+0, 1.409125E+0
0.046212, 1.408499E+0, 1.409125E+0
0.047212, 1.408499E+0, 1.409125E+0
0.048212, 1.408499E+0, 1.398929E+0
0.049212, 1.398297E+0, 1.398929E+0
0.050212, 1.398297E+0, 1.398929E+0
0.051212, 1.398297E+0, 1.398929E+0
0.052212, 1.408499E+0, 1.398929E+0
0.053212, 1.398297E+0, 1.398929E+0
0.054212, 1.408499E+0, 1.398929E+0
0.055212, 1.398297E+0, 1.409125E+0
