Time (s), Percentage Displayed
0.016041, 89.266713
0.050129, 92.523625
0.083223, 91.174953
0.116346, 86.120183
0.153406, 82.127420
0.186521, 83.814940
0.219589, 81.195249
0.252668, 84.551689
0.285788, 83.324638
0.318870, 78.486216
0.352961, 79.135864
0.386062, 89.431000
0.420112, 93.346744
0.453230, 93.346744
0.486315, 93.587306
0.519417, 88.222828
0.552504, 84.473111
0.585581, 84.473111
0.618641, 86.261740
0.651730, 93.094848
0.685844, 93.094848
0.718948, 88.106068
0.752034, 90.029412
0.786126, 90.902347
0.820202, 90.902347
0.853290, 91.872805
0.886386, 89.659457
0.919441, 88.884973
0.952560, 93.571406
0.985656, 89.405121
1.018730, 89.405121
1.052828, 94.381072
1.085915, 94.258095
1.119003, 90.438545
1.152084, 90.438545
1.185189, 82.557748
1.218266, 82.557748
1.251351, 84.202142
1.283450, 87.981078
1.316498, 87.981078
1.349609, 87.981078
1.383703, 88.150675
1.416795, 90.784300
1.449850, 88.623014
1.483974, 87.297136
1.517033, 87.086351
1.550118, 89.683668
1.584237, 89.683668
1.617327, 89.683668
1.649382, 91.660561
1.682468, 87.747604
1.716571, 85.837551
1.749680, 94.332589
1.783770, 95.869331
1.817828, 97.279708
1.850942, 97.279708
1.884035, 97.463222
1.918126, 96.538829
1.951210, 99.283961
1.984299, 100.294089
2.017358, 99.033321
2.072537, 97.005487
2.105593, 97.608594
2.138713, 94.238337
2.171801, 94.983505
2.205886, 98.188726
2.238986, 102.697330
2.286073, 102.272191
2.320189, 102.333778
2.353251, 98.512267
2.386342, 96.712315
2.418425, 97.393552
2.452516, 99.639436
2.485634, 94.609443
2.518691, 94.665889
2.551779, 92.874229
2.585894, 96.626535
2.618984, 98.942811
2.653049, 105.819903
2.703216, 101.162065
2.736300, 101.162065
2.768385, 101.162065
2.801476, 100.279742
2.834569, 100.629286
2.867652, 98.240057
2.900744, 96.034480
2.940845, 100.682131
2.973903, 100.874892
3.008019, 99.105773
3.041111, 99.105773
3.074197, 99.105773
3.107257, 98.064012
3.140344, 98.064012
3.172462, 97.323413
3.206557, 97.323413
3.240649, 97.323413
3.273729, 96.281071
3.306820, 95.513130
3.339878, 93.351856
3.373997, 91.959254
3.407079, 92.705986
3.440141, 92.105147
3.473263, 92.514617
3.507320, 92.379745
3.539439, 92.379745
3.573525, 93.815433
3.607613, 93.282248
3.640674, 94.423791
3.673797, 93.806464
3.707886, 97.233778
3.740973, 93.515688
3.774060, 91.569495
3.807147, 93.931319
3.840231, 92.125499
3.874325, 94.508298
3.906381, 89.898878
3.939501, 78.555095
3.973590, 79.751145
4.006680, 78.679255
4.039737, 78.693087
4.072823, 79.214708
4.105910, 71.293260
4.139025, 71.626925
4.172096, 66.835864
4.205176, 67.011106
4.238264, 68.977527
4.271353, 70.175772
4.304477, 70.860221
4.337529, 71.102153
4.370614, 68.034433
4.403728, 65.968323
4.437795, 65.968323
4.470917, 73.203551
4.503998, 71.348535
4.538059, 70.075158
4.571149, 67.297434
4.604265, 64.356084
4.637356, 64.064711
4.669443, 68.116905
4.703527, 68.383335
4.737590, 68.331559
4.770678, 71.616748
4.803793, 73.603860
4.836888, 68.100087
4.869941, 64.741488
4.903064, 64.741488
4.936120, 67.259103
4.969239, 67.259103
5.002325, 67.259103
5.034411, 73.293538
5.067467, 74.778304
5.100586, 83.559393
5.134645, 83.961164
5.167767, 85.241414
5.201824, 86.348131
5.235917, 81.427621
5.269029, 80.403707
5.302125, 86.669441
5.335210, 87.707532
5.368267, 93.093390
5.401381, 83.074469
5.434462, 78.161175
5.468565, 75.540079
5.501626, 77.166812
5.534710, 73.410211
5.567842, 78.401281
5.601888, 84.819134
5.634976, 79.196010
5.668090, 73.383495
5.703184, 77.668610
5.736245, 83.782740
5.770336, 88.000072
5.802453, 89.185059
5.835540, 90.382961
5.868598, 89.737741
5.901685, 79.396313
5.935810, 81.679641
5.969890, 82.269437
6.003990, 84.190500
6.037054, 84.615143
6.070163, 86.272002
6.103220, 88.539234
6.136342, 88.209559
6.168434, 91.749705
6.201522, 89.445558
6.234569, 89.158321
6.267667, 91.675345
6.301748, 87.072507
6.334867, 85.089390
6.367934, 88.505615
6.401046, 94.806663
6.434100, 96.677795
6.467191, 90.260933
6.501320, 91.057614
6.533398, 88.998760
6.566453, 90.018017
6.600566, 86.830446
6.633656, 87.456072
6.666749, 89.032615
6.699808, 88.520463
6.733930, 84.585026
6.766994, 81.752880
6.800074, 89.787756
6.833160, 92.221040
6.866250, 92.196280
6.899380, 94.727515
6.932426, 93.128024
6.966533, 96.214869
7.000606, 99.301081
7.033693, 101.648451
7.066782, 106.010401
7.099905, 108.974970
7.132959, 105.284470
7.166090, 106.622720
7.199166, 110.539824
7.232222, 116.116861
7.265311, 115.530152
7.297394, 112.132304
7.330483, 108.764698
7.363605, 106.932357
7.396662, 102.694727
7.430776, 104.189603
7.463837, 103.296571
7.496927, 96.210664
7.531048, 93.871831
7.570151, 86.995718
7.603209, 85.843305
7.636296, 82.989317
7.668382, 83.954529
7.701468, 85.234602
7.734579, 80.870672
7.767657, 84.687544
7.800767, 80.295960
7.833821, 88.100935
7.866940, 87.576621
7.900029, 86.418477
7.933120, 89.822738
7.967175, 89.572733
8.000290, 93.083127
8.033351, 97.351826
8.066440, 100.943354
