Time (s), Raw Data By Channel
-0.005089, 1.398297E+0, 1.398929E+0
-0.004089, 1.408499E+0, 1.409125E+0
-0.003089, 1.408499E+0, 1.409125E+0
-0.002089, 1.408499E+0, 1.409125E+0
-0.001089, 1.398297E+0, 1.398929E+0
-0.000089, 1.398297E+0, 1.398929E+0
0.000911, 1.398297E+0, 1.409125E+0
0.001911, 1.408499E+0, 1.409125E+0
0.002911, 1.408499E+0, 1.398929E+0
0.003911, 1.398297E+0, 1.398929E+0
0.004911, 1.408499E+0, 1.409125E+0
0.005911, 1.398297E+0, 1.398929E+0
0.006911, 1.408499E+0, 1.409125E+0
0.007911, 1.408499E+0, 1.409125E+0
0.008911, 1.408499E+0, 1.409125E+0
0.009911, 1.398297E+0, 1.398929E+0
0.010911, 1.408499E+0, 1.409125E+0
0.011911, 1.408499E+0, 1.409125E+0
0.012911, 1.408499E+0, 1.398929E+0
0.013911, 1.398297E+0, 1.409125E+0
0.014911, 1.398297E+0, 1.398929E+0
0.015911, 1.398297E+0, 1.409125E+0
0.016911, 1.408499E+0, 1.409125E+0
0.017911, 1.408499E+0, 1.398929E+0
0.018911, 1.398297E+0, 1.398929E+0
0.019911, 1.398297E+0, 1.409125E+0
0.020911, 1.408499E+0, 1.398929E+0
0.021911, 1.408499E+0, 1.398929E+0
0.022911, 1.398297E+0, 1.409125E+0
0.023911, 1.398297E+0, 1.398929E+0
0.024911, 1.408499E+0, 1.409125E+0
0.025911, 1.398297E+0, 1.398929E+0
0.026911, 1.398297E+0, 1.409125E+0
, , 
0.027911, 1.398297E+0, 1.409125E+0
0.028911, 1.408499E+0, 1.409125E+0
0.029911, 1.398297E+0, 1.398929E+0
0.030911, 1.398297E+0, 1.398929E+0
0.031911, 1.408499E+0, 1.409125E+0
0.032911, 1.408499E+0, 1.409125E+0
0.033911, 1.408499E+0, 1.409125E+0
0.034911, 1.398297E+0, 1.398929E+0
0.035911, 1.408499E+0, 1.398929E+0
0.036911, 1.408499E+0, 1.398929E+0
0.037911, 1.398297E+0, 1.409125E+0
0.038911, 1.398297E+0, 1.409125E+0
0.039911, 1.398297E+0, 1.398929E+0
0.040911, 1.408499E+0, 1.409125E+0
0.041911, 1.408499E+0, 1.398929E+0
0.042911, 1.408499E+0, 1.409125E+0
0.043911, 1.408499E+0, 1.409125E+0
0.044911, 1.398297E+0, 1.409125E+0
0.045911, 1.398297E+0, 1.409125E+0
0.046911, 1.408499E+0, 1.398929E+0
0.047911, 1.398297E+0, 1.398929E+0
0.048911, 1.398297E+0, 1.398929E+0
0.049911, 1.408499E+0, 1.409125E+0
