Time (s), Filtered Data By Channel
-0.012276, 2.362803E-3, 2.862680E-3
-0.011276, 8.213985E-4, 1.661900E-3
-0.010276, 4.280310E-4, 6.813826E-4
-0.009276, 1.415441E-3, 1.027306E-4
-0.008276, 2.169412E-3, 7.128941E-4
-0.007276, 2.717104E-3, 1.170168E-3
-0.006276, 1.174087E-2, 1.494235E-3
-0.005276, 4.532256E-4, 1.703412E-3
-0.004276, 9.662615E-3, 1.046573E-2
-0.003276, 7.213066E-3, 7.654833E-3
-0.002276, 3.555865E-3, 3.399646E-3
-0.001276, 6.140093E-3, 6.060459E-3
-0.000276, 4.145404E-3, 4.757798E-3
0.000724, 6.199936E-3, 3.730334E-3
0.001724, 4.767842E-3, 2.856855E-3
0.002724, 5.098354E-3, 2.121344E-3
0.003724, 3.266767E-3, 7.142184E-3
0.004724, 1.733157E-3, 3.845450E-3
0.005724, 4.697809E-4, 2.963054E-3
0.006724, 5.499488E-4, 6.438024E-3
0.007724, 1.000809E-2, 4.229295E-3
0.008724, 8.828812E-4, 6.261358E-3
0.009724, 2.908551E-5, 4.928158E-3
0.010724, 7.435670E-4, 3.771930E-3
0.011724, 9.940129E-3, 2.777450E-3
0.012724, 7.485321E-3, 1.930273E-3
0.013724, 3.283183E-3, 1.216701E-3
0.014724, 2.239430E-3, 6.237699E-4
0.015724, 7.271284E-3, 8.511830E-3
0.016724, 3.541403E-3, 2.591399E-3
0.017724, 6.128269E-3, 1.814257E-3
0.018724, 4.121849E-3, 1.160835E-3
0.019724, 2.433310E-3, 8.032023E-3
, , 
0.020724, 7.623405E-3, 3.017287E-3
0.021724, 5.921380E-3, 6.461421E-3
0.022724, 4.195142E-3, 4.329029E-3
0.023724, 2.593614E-3, 3.268213E-3
0.024724, 1.269386E-3, 6.292107E-3
0.025724, 1.945418E-4, 4.223344E-3
0.026724, 9.314109E-3, 6.146434E-3
0.027724, 7.126661E-3, 4.711013E-3
0.028724, 3.415754E-3, 5.180490E-3
0.029724, 6.472848E-3, 3.402142E-3
0.030724, 4.017894E-3, 6.715345E-3
0.031724, 5.922310E-3, 5.063124E-3
0.032724, 4.139426E-3, 3.638751E-3
0.033724, 6.024934E-3, 6.227473E-3
0.034724, 4.440973E-3, 4.411534E-3
0.035724, 3.106881E-3, 2.897066E-3
0.036724, 1.997632E-3, 6.998339E-3
0.037724, 7.567043E-3, 5.162196E-3
0.038724, 5.454327E-3, 3.588527E-3
0.039724, 4.997519E-3, 2.255261E-3
0.040724, 4.994682E-3, 1.141116E-3
0.041724, 5.382143E-3, 2.256223E-4
0.042724, 3.976950E-3, 5.108493E-4
0.043724, 2.791186E-3, 9.738114E-3
0.044724, 1.802949E-3, 1.319016E-3
0.045724, 7.665057E-3, 8.115785E-3
0.046724, 5.477193E-3, 2.748828E-3
0.047724, 5.030942E-3, 6.864122E-3
0.048724, 3.735325E-3, 3.836094E-3
0.049724, 2.639664E-3, 2.722970E-3
0.050724, 1.724191E-3, 1.793621E-3
0.051724, 9.702706E-4, 7.621732E-3
0.052724, 8.296274E-3, 5.398798E-3
, , 
0.053724, 2.719821E-3, 5.130460E-3
0.054724, 6.782570E-3, 3.856342E-3
0.055724, 4.016012E-3, 5.875128E-3
0.056724, 2.970620E-3, 4.710350E-3
0.057724, 6.568157E-3, 3.486700E-3
0.058724, 4.461674E-3, 6.199590E-3
0.059724, 5.957223E-3, 4.426223E-3
0.060724, 4.567016E-3, 3.238484E-3
0.061724, 5.282987E-3, 2.235137E-3
0.062724, 3.455498E-3, 7.252810E-3
0.063724, 1.941446E-3, 3.550718E-3
0.064724, 7.088058E-4, 6.129681E-3
0.065724, 2.727638E-4, 4.152795E-3
0.066724, 1.031907E-3, 6.149406E-3
0.067724, 1.025222E-2, 4.667116E-3
0.068724, 7.803920E-3, 5.253831E-3
0.069724, 5.684613E-3, 3.490488E-3
0.070724, 4.788495E-3, 2.027326E-3
0.071724, 5.171032E-3, 8.336152E-4
0.072724, 3.409721E-3, 8.770770E-3
0.073724, 6.730444E-3, 6.671245E-3
0.074724, 3.537189E-3, 3.791157E-3
0.075724, 6.597210E-3, 2.498295E-3
0.076724, 3.677072E-3, 1.439437E-3
0.077724, 2.206356E-3, 5.886323E-4
0.078724, 9.892185E-4, 8.729511E-3
0.079724, 7.151557E-7, 6.395731E-3
0.080724, 7.829629E-4, 4.253538E-3
0.081724, 1.384458E-3, 5.546399E-3
0.082724, 1.825221E-3, 4.991161E-3
0.083724, 1.078214E-2, 4.914865E-3
0.084724, 8.119184E-3, 5.522623E-3
0.085724, 2.828482E-3, 4.173927E-3
, , 
0.086724, 6.719340E-3, 3.033354E-3
0.087724, 4.053319E-3, 6.571333E-3
0.088724, 2.998244E-3, 4.518003E-3
0.089724, 6.537002E-3, 5.859494E-3
0.090724, 4.240101E-3, 4.449795E-3
0.091724, 5.474168E-3, 5.402532E-3
0.092724, 5.137209E-3, 3.575529E-3
0.093724, 4.729663E-3, 6.596640E-3
0.094724, 5.742021E-3, 3.648875E-3
0.095724, 4.251893E-3, 6.476047E-3
0.096724, 6.105089E-3, 3.808679E-3
0.097724, 4.665112E-3, 6.284638E-3
0.098724, 3.432569E-3, 4.024558E-3
0.099724, 6.268389E-3, 6.050925E-3
0.100724, 4.355760E-3, 4.269995E-3
0.101724, 5.497926E-3, 2.851726E-3
0.102724, 3.668523E-3, 1.682855E-3
0.103724, 6.508772E-3, 7.366729E-4
0.104724, 4.910094E-3, 8.663024E-3
0.105724, 5.117585E-3, 6.397838E-3
0.106724, 3.439296E-3, 4.456156E-3
0.107724, 6.608399E-3, 2.810546E-3
0.108724, 4.900229E-3, 1.434623E-3
0.109724, 5.218258E-3, 8.347986E-3
0.110724, 5.043120E-3, 2.231545E-3
0.111724, 3.534658E-3, 7.609279E-3
0.112724, 6.397896E-3, 5.736141E-3
0.113724, 4.035858E-3, 4.512315E-3
0.114724, 5.970203E-3, 5.631187E-3
0.115724, 4.258368E-3, 4.617157E-3
0.116724, 2.823707E-3, 3.124146E-3
0.117724, 7.018415E-3, 1.880437E-3
0.118724, 3.517282E-3, 7.789962E-3
, , 
0.119724, 6.379830E-3, 2.882333E-3
0.120724, 4.555963E-3, 6.884448E-3
0.121724, 5.647104E-3, 4.955114E-3
0.122724, 4.099469E-3, 5.332701E-3
0.123724, 5.857386E-3, 3.863898E-3
0.124724, 4.563203E-3, 6.020608E-3
0.125724, 5.448118E-3, 4.448649E-3
0.126724, 4.920253E-3, 5.510003E-3
0.127724, 5.140773E-3, 3.761279E-3
0.128724, 5.180633E-3, 6.357268E-3
0.129724, 4.924432E-3, 3.920461E-3
0.130724, 5.356003E-3, 2.460475E-3
0.131724, 3.869795E-3, 1.252710E-3
0.132724, 6.039368E-3, 8.379493E-3
0.133724, 4.239449E-3, 6.318418E-3
0.134724, 5.930398E-3, 4.097709E-3
0.135724, 4.342651E-3, 2.753241E-3
0.136724, 2.997574E-3, 1.639637E-3
0.137724, 6.784629E-3, 7.918209E-3
0.138724, 4.870854E-3, 5.801004E-3
0.139724, 5.400745E-3, 4.654612E-3
0.140724, 4.753078E-3, 5.316479E-3
0.141724, 3.176144E-3, 3.579245E-3
0.142724, 1.864850E-3, 6.528544E-3
0.143724, 7.923619E-4, 4.891668E-3
0.144724, 6.674880E-5, 3.501973E-3
0.145724, 9.393156E-3, 2.335738E-3
0.146724, 7.054426E-3, 1.370513E-3
0.147724, 5.045825E-3, 5.851060E-4
0.148724, 5.317518E-3, 8.691486E-3
0.149724, 3.907624E-3, 6.335984E-3
0.150724, 2.724461E-3, 4.332216E-3
0.151724, 1.744747E-3, 6.002532E-3
, , 
0.152724, 7.710091E-3, 4.556547E-3
0.153724, 3.151074E-3, 3.325046E-3
0.154724, 2.179891E-3, 2.287538E-3
0.155724, 1.380505E-3, 1.424658E-3
0.156724, 7.337164E-4, 7.932907E-3
0.157724, 2.215878E-4, 5.660329E-3
0.158724, 1.725804E-4, 4.911021E-3
0.159724, 4.642795E-4, 4.978988E-3
0.160724, 6.678208E-4, 5.460423E-3
0.161724, 7.963674E-4, 4.548229E-3
0.162724, 9.518624E-3, 5.785297E-3
0.163724, 1.966136E-3, 4.334005E-3
0.164724, 1.518871E-3, 5.556571E-3
0.165724, 7.503927E-3, 4.887327E-3
0.166724, 4.957744E-3, 5.112033E-3
0.167724, 5.830400E-3, 3.415766E-3
0.168724, 4.744734E-3, 6.641824E-3
0.169724, 3.796877E-3, 4.948604E-3
0.170724, 5.682048E-3, 3.499135E-3
0.171724, 3.548471E-3, 6.379003E-3
0.172724, 1.787221E-3, 4.086808E-3
0.173724, 8.296280E-3, 5.882317E-3
0.174724, 2.073649E-3, 4.502401E-3
0.175724, 7.922837E-3, 3.112455E-3
0.176724, 6.140745E-3, 6.708145E-3
0.177724, 4.069805E-3, 3.812829E-3
0.178724, 6.085597E-3, 2.547197E-3
0.179724, 4.461123E-3, 1.490378E-3
0.180724, 5.593958E-3, 6.219325E-4
0.181724, 4.713919E-3, 8.728636E-3
0.182724, 3.238095E-3, 2.213297E-3
0.183724, 1.983702E-3, 1.321993E-3
0.184724, 7.724793E-3, 5.953556E-4
, , 
0.185724, 2.906077E-3, 8.635586E-3
0.186724, 6.927014E-3, 6.245718E-3
0.187724, 5.063809E-3, 4.433832E-3
0.188724, 5.159592E-3, 5.356848E-3
0.189724, 5.038428E-3, 5.173234E-3
0.190724, 3.500446E-3, 3.897855E-3
0.191724, 2.221960E-3, 2.814425E-3
0.192724, 1.175543E-3, 1.904504E-3
0.193724, 8.321211E-3, 7.500411E-3
0.194724, 6.137370E-3, 3.376268E-3
0.195724, 4.387154E-3, 2.410722E-3
0.196724, 5.532249E-3, 7.048345E-3
0.197724, 3.740389E-3, 4.875073E-3
0.198724, 6.422346E-3, 5.600060E-3
0.199724, 4.827430E-3, 4.382308E-3
0.200724, 5.182320E-3, 2.681809E-3
0.201724, 3.475608E-3, 1.282344E-3
0.202724, 6.607785E-3, 1.526309E-4
0.203724, 3.716848E-3, 9.387993E-3
0.204724, 2.294643E-3, 7.225457E-3
0.205724, 1.123185E-3, 3.298723E-3
0.206724, 1.767163E-4, 6.585097E-3
0.207724, 5.692108E-4, 4.746062E-3
0.208724, 9.794371E-3, 3.176815E-3
0.209724, 1.291153E-3, 1.854047E-3
0.210724, 5.378273E-4, 7.895698E-3
0.211724, 8.707995E-3, 2.699159E-3
0.212724, 2.345119E-3, 7.141291E-3
0.213724, 1.549150E-3, 5.280317E-3
0.214724, 7.748043E-3, 4.945679E-3
0.215724, 3.246448E-3, 5.228513E-3
0.216724, 2.386041E-3, 4.982804E-3
0.217724, 6.980027E-3, 3.448143E-3
, , 
0.218724, 4.714188E-3, 2.159707E-3
0.219724, 5.849907E-3, 7.557121E-3
0.220724, 4.066464E-3, 3.068252E-3
0.221724, 2.302601E-3, 1.906163E-3
