Time (s), Activation By Channel (% of MVC)
-0.002788, 8.599097E-4, 5.899183E-3
-0.001788, 2.312575E-4, 4.154072E-3
-0.000788, 2.707596E-4, 2.687910E-3
0.000212, 6.602887E-4, 7.177617E-3
0.001212, 9.506593E-4, 3.324697E-3
0.002212, 9.811039E-3, 2.062092E-3
0.003212, 1.558568E-3, 1.025828E-3
0.004212, 7.638492E-3, 8.459335E-3
0.005212, 3.421467E-3, 2.376861E-3
0.006212, 6.059166E-3, 7.246371E-3
0.007212, 4.742324E-3, 3.458287E-3
0.008212, 3.683988E-3, 6.289767E-3
0.009212, 5.880826E-3, 4.354107E-3
0.010212, 4.845701E-3, 2.722148E-3
0.011212, 4.935332E-3, 1.365690E-3
0.012212, 5.597434E-3, 8.393268E-3
0.013212, 4.300642E-3, 6.438400E-3
0.014212, 3.182823E-3, 4.760414E-3
0.015212, 2.228580E-3, 5.316641E-3
0.016212, 7.233448E-3, 4.976625E-3
0.017212, 3.594413E-3, 3.509440E-3
0.018212, 6.086937E-3, 6.376198E-3
0.019212, 4.543615E-3, 4.560896E-3
0.020212, 3.342431E-3, 5.618652E-3
0.021212, 2.317737E-3, 4.048170E-3
0.022212, 1.453818E-3, 2.720316E-3
0.023212, 7.921010E-3, 7.038994E-3
0.024212, 2.990614E-3, 3.541421E-3
0.025212, 6.610713E-3, 6.318540E-3
0.026212, 4.560808E-3, 4.482155E-3
0.027212, 2.848522E-3, 2.936732E-3
0.028212, 7.216744E-3, 1.654144E-3
0.029212, 3.144597E-3, 6.076780E-4
, , 
0.030212, 6.883507E-3, 8.879013E-3
0.031212, 3.504245E-3, 1.963251E-3
0.032212, 6.507139E-3, 1.003690E-3
0.033212, 4.767974E-3, 2.355594E-4
0.034212, 3.280546E-3, 3.633247E-4
0.035212, 6.633350E-3, 9.464800E-3
0.036212, 4.839407E-3, 1.704796E-3
0.037212, 5.325067E-3, 7.631934E-3
0.038212, 3.733996E-3, 3.315700E-3
0.039212, 2.388748E-3, 6.229564E-3
0.040212, 7.389695E-3, 4.523053E-3
0.041212, 3.188935E-3, 3.447380E-3
0.042212, 6.681607E-3, 2.541119E-3
0.043212, 3.812949E-3, 1.786337E-3
0.044212, 2.522433E-3, 1.166292E-3
0.045212, 1.448880E-3, 7.985663E-3
0.046212, 5.707327E-4, 5.542004E-3
0.047212, 1.325071E-4, 3.482449E-3
0.048212, 6.802675E-4, 6.879680E-3
0.049212, 9.747547E-3, 5.436463E-3
0.050212, 7.196554E-3, 4.186726E-3
0.051212, 5.017509E-3, 3.113391E-3
0.052212, 5.479198E-3, 2.200292E-3
0.053212, 4.486628E-3, 1.432150E-3
0.054212, 5.900823E-3, 7.945473E-4
0.055212, 4.163644E-3, 8.377152E-3
0.056212, 2.521260E-3, 2.697342E-3
0.057212, 7.490732E-3, 6.753320E-3
0.058212, 5.746524E-3, 4.584032E-3
0.059212, 4.247920E-3, 5.876951E-3
0.060212, 5.683521E-3, 4.523366E-3
0.061212, 4.743144E-3, 5.295603E-3
0.062212, 3.379079E-3, 5.197209E-3
, , 
0.063212, 2.227652E-3, 3.878306E-3
0.064212, 7.388037E-3, 2.747517E-3
0.065212, 3.324477E-3, 1.788528E-3
0.066212, 2.217857E-3, 7.665331E-3
0.067212, 1.296964E-3, 5.486968E-3
0.068212, 5.430307E-4, 4.994142E-3
0.069212, 6.170476E-5, 3.670473E-3
0.070212, 5.340034E-4, 2.540985E-3
0.071212, 8.896283E-4, 7.062546E-3
0.072212, 1.143349E-3, 5.014562E-3
0.073212, 9.965604E-3, 3.297091E-3
0.074212, 1.442498E-3, 1.877120E-3
0.075212, 9.400074E-4, 7.927621E-3
0.076212, 5.381145E-4, 2.646492E-3
0.077212, 2.243158E-4, 7.187577E-3
0.078212, 1.297347E-5, 3.351623E-3
0.079212, 1.844415E-4, 2.129054E-3
0.080212, 2.999031E-4, 1.134020E-3
0.081212, 3.683260E-4, 3.406751E-4
0.082212, 9.054514E-3, 8.926207E-3
0.083212, 6.210788E-3, 2.103905E-3
0.084212, 4.838834E-3, 7.349270E-3
0.085212, 4.675222E-3, 3.502299E-3
0.086212, 2.583589E-3, 6.121088E-3
0.087212, 7.786669E-3, 4.569110E-3
0.088212, 6.319488E-3, 5.206377E-3
0.089212, 5.025953E-3, 5.341342E-3
0.090212, 4.763573E-3, 4.566739E-3
0.091212, 5.750162E-3, 5.858452E-3
0.092212, 4.426124E-3, 4.161996E-3
0.093212, 5.381689E-3, 6.160996E-3
0.094212, 5.124933E-3, 3.951555E-3
0.095212, 3.803880E-3, 6.289280E-3
, , 
0.096212, 5.991949E-3, 3.895711E-3
0.097212, 4.122101E-3, 6.282106E-3
0.098212, 2.574747E-3, 3.956838E-3
0.099212, 7.341170E-3, 2.475380E-3
0.100212, 3.153682E-3, 1.260500E-3
0.101212, 1.899856E-3, 8.367190E-3
0.102212, 8.910936E-4, 2.358588E-3
0.103212, 8.558172E-3, 1.304296E-3
0.104212, 2.336794E-3, 4.605867E-4
0.105212, 1.421833E-3, 8.848220E-3
0.106212, 7.960802E-3, 2.147869E-3
0.107212, 2.976698E-3, 1.319027E-3
0.108212, 6.573524E-3, 7.991465E-3
0.109212, 4.454700E-3, 5.662596E-3
0.110212, 5.994547E-3, 4.970872E-3
0.111212, 4.009042E-3, 4.854162E-3
0.112212, 2.308885E-3, 3.000533E-3
0.113212, 9.006101E-4, 1.454845E-3
0.114212, 8.900360E-3, 8.463018E-3
0.115212, 1.690877E-3, 2.012157E-3
0.116212, 8.137054E-3, 7.905593E-3
0.117212, 2.425239E-3, 2.565793E-3
0.118212, 7.433670E-3, 1.291474E-3
0.119212, 5.561012E-3, 8.390466E-3
0.120212, 3.956409E-3, 6.364353E-3
0.121212, 6.060622E-3, 4.029628E-3
0.122212, 4.357719E-3, 5.977091E-3
0.123212, 2.930495E-3, 4.398245E-3
0.124212, 1.751376E-3, 3.021620E-3
0.125212, 7.942365E-4, 6.767952E-3
0.126212, 3.440857E-5, 3.797266E-3
0.127212, 5.513133E-4, 2.585102E-3
0.128212, 9.641331E-3, 1.587464E-3
, , 
0.129212, 1.555760E-3, 7.808629E-4
0.130212, 8.919996E-4, 1.432548E-4
0.131212, 8.284614E-3, 8.997030E-3
0.132212, 2.819046E-3, 2.133857E-3
0.133212, 2.056685E-3, 7.241278E-3
0.134212, 7.222107E-3, 3.668464E-3
0.135212, 4.879353E-3, 5.913962E-3
0.136212, 5.751755E-3, 4.802430E-3
0.137212, 4.549655E-3, 4.959380E-3
0.138212, 3.520547E-3, 5.591554E-3
0.139212, 6.009485E-3, 4.321900E-3
0.140212, 3.901533E-3, 6.091022E-3
0.141212, 2.144717E-3, 3.947069E-3
0.142212, 7.951623E-3, 2.296786E-3
0.143212, 6.264902E-3, 9.428544E-4
0.144212, 3.856592E-3, 1.453313E-4
0.145212, 2.276565E-3, 9.647883E-3
0.146212, 7.669734E-3, 1.200769E-3
0.147212, 5.858320E-3, 8.384648E-3
0.148212, 4.364025E-3, 6.272128E-3
0.149212, 5.794053E-3, 4.453221E-3
0.150212, 4.472713E-3, 5.747487E-3
0.151212, 5.650780E-3, 4.211422E-3
0.152212, 4.641626E-3, 2.927390E-3
0.153212, 5.464285E-3, 6.782108E-3
0.154212, 3.818132E-3, 3.851125E-3
0.155212, 2.421575E-3, 2.695475E-3
0.156212, 1.252510E-3, 6.907558E-3
0.157212, 2.897159E-4, 3.812305E-3
0.158212, 4.871233E-4, 5.925590E-3
0.159212, 1.097403E-3, 3.984758E-3
0.160212, 1.021623E-2, 6.298603E-3
0.161212, 9.505959E-4, 3.840113E-3
, , 
0.162212, 8.399202E-3, 2.265317E-3
0.163212, 6.104029E-3, 7.685800E-3
0.164212, 4.501629E-3, 2.752462E-3
0.165212, 5.361975E-3, 7.205353E-3
0.166212, 5.121341E-3, 3.223340E-3
0.167212, 4.853306E-3, 6.746824E-3
0.168212, 3.126890E-3, 4.984176E-3
0.169212, 1.693098E-3, 3.480840E-3
0.170212, 5.225162E-4, 2.213247E-3
0.171212, 4.127405E-4, 1.158972E-3
0.172212, 9.795681E-3, 2.967221E-4
0.173212, 7.496086E-3, 9.044730E-3
0.174212, 3.145334E-3, 1.908614E-3
0.175212, 1.999776E-3, 1.030483E-3
0.176212, 7.590147E-3, 8.332729E-3
0.177212, 5.493246E-3, 2.593729E-3
0.178212, 4.950706E-3, 1.684319E-3
0.179212, 5.042857E-3, 7.713852E-3
0.180212, 5.337863E-3, 3.174657E-3
0.181212, 3.940672E-3, 2.224970E-3
0.182212, 5.890674E-3, 1.435884E-3
0.183212, 4.023960E-3, 7.903851E-4
0.184212, 2.454708E-3, 2.724870E-4
0.185212, 1.155023E-3, 8.783838E-3
0.186212, 8.558414E-3, 2.400487E-3
0.187212, 2.100691E-3, 6.946914E-3
0.188212, 7.677550E-3, 4.681782E-3
0.189212, 2.917814E-3, 2.784090E-3
0.190212, 6.923034E-3, 1.218599E-3
0.191212, 3.610958E-3, 4.827868E-5
0.192212, 2.366757E-3, 1.048454E-3
0.193212, 7.312781E-3, 1.046320E-2
0.194212, 5.296373E-3, 8.179016E-3
, , 
0.195212, 5.076178E-3, 2.462033E-3
0.196212, 3.676810E-3, 1.340868E-3
0.197212, 2.505380E-3, 8.205147E-3
0.198212, 1.538470E-3, 6.060713E-3
0.199212, 7.540067E-4, 4.217130E-3
0.200212, 1.312557E-4, 2.649695E-3
0.201212, 3.491986E-4, 1.334561E-3
0.202212, 7.054663E-4, 8.402288E-3
0.203212, 9.611028E-3, 2.210148E-3
0.204212, 6.926405E-3, 1.042421E-3
0.205212, 4.016662E-3, 8.866589E-5
0.206212, 3.098020E-3, 9.323899E-3
0.207212, 6.331406E-3, 7.073983E-3
0.208212, 4.132481E-3, 5.147581E-3
0.209212, 6.362588E-3, 5.135732E-3
0.210212, 3.623613E-3, 3.661856E-3
0.211212, 6.727452E-3, 6.227487E-3
0.212212, 5.269886E-3, 4.413246E-3
0.213212, 4.009946E-3, 5.767494E-3
0.214212, 5.726450E-3, 4.200039E-3
0.215212, 3.800783E-3, 5.774432E-3
0.216212, 6.453901E-3, 4.037369E-3
0.217212, 4.915792E-3, 2.577373E-3
0.218212, 3.590484E-3, 7.283482E-3
0.219212, 6.196890E-3, 3.222358E-3
0.220212, 4.308685E-3, 6.688616E-3
0.221212, 5.921092E-3, 3.768179E-3
0.222212, 4.369612E-3, 2.460460E-3
0.223212, 5.615254E-3, 7.271133E-3
0.224212, 3.897777E-3, 5.308405E-3
0.225212, 6.186121E-3, 5.010919E-3
0.226212, 4.144957E-3, 3.571693E-3
0.227212, 2.733340E-3, 6.285180E-3
, , 
0.228212, 1.574272E-3, 4.441271E-3
0.229212, 6.400851E-4, 5.765895E-3
0.230212, 8.751847E-3, 4.429718E-3
0.231212, 6.470772E-3, 5.757024E-3
0.232212, 4.513396E-3, 4.194309E-3
0.233212, 2.852717E-3, 5.776839E-3
0.234212, 7.193968E-3, 4.037937E-3
0.235212, 3.159974E-3, 2.577573E-3
0.236212, 1.761382E-3, 7.282249E-3
0.237212, 6.093316E-4, 5.425148E-3
0.238212, 3.206498E-4, 4.809325E-3
0.239212, 1.051921E-3, 5.346854E-3
0.240212, 1.026335E-2, 4.889518E-3
0.241212, 8.357102E-4, 3.384767E-3
0.242212, 9.630736E-5, 6.521862E-3
0.243212, 9.134773E-3, 4.713561E-3
0.244212, 1.934207E-3, 3.180491E-3
0.245212, 7.501235E-3, 1.897160E-3
0.246212, 5.281456E-3, 7.811774E-3
0.247212, 5.257349E-3, 5.827394E-3
0.248212, 3.990603E-3, 4.513155E-3
0.249212, 2.921518E-3, 5.555873E-3
0.250212, 2.029899E-3, 3.900184E-3
0.251212, 1.296757E-3, 6.141616E-3
0.252212, 7.952363E-3, 4.197673E-3
0.253212, 5.579051E-3, 5.865852E-3
0.254212, 5.083795E-3, 4.199091E-3
0.255212, 4.741876E-3, 5.858262E-3
0.256212, 5.761888E-3, 4.461974E-3
0.257212, 4.448680E-3, 3.027838E-3
0.258212, 3.324322E-3, 6.819835E-3
0.259212, 6.285625E-3, 3.688288E-3
0.260212, 4.413748E-3, 2.421401E-3
, , 
0.261212, 5.379136E-3, 7.278498E-3
0.262212, 3.502024E-3, 3.359089E-3
0.263212, 6.711182E-3, 2.204520E-3
0.264212, 5.137870E-3, 1.252013E-3
0.265212, 3.782878E-3, 4.801667E-4
0.266212, 6.029357E-3, 8.782241E-3
0.267212, 4.161840E-3, 6.412155E-3
0.268212, 2.605822E-3, 4.257421E-3
0.269212, 7.327023E-3, 3.115932E-3
0.270212, 3.145033E-3, 6.491273E-3
0.271212, 6.792033E-3, 4.441466E-3
0.272212, 3.668997E-3, 2.719083E-3
0.273212, 6.285052E-3, 7.357934E-3
0.274212, 4.153875E-3, 2.973900E-3
0.275212, 2.830076E-3, 7.072917E-3
0.276212, 1.740698E-3, 3.282308E-3
0.277212, 8.599092E-4, 6.747533E-3
0.278212, 1.635022E-4, 5.032380E-3
0.279212, 3.711252E-4, 5.085218E-3
0.280212, 9.421654E-3, 5.165588E-3
0.281212, 1.804135E-3, 4.995759E-3
0.282212, 1.159165E-3, 5.217941E-3
0.283212, 8.007630E-3, 3.676683E-3
