Time (s), Filtered Data By Channel
0.021097, 3.613726E-3, 6.375927E-3
0.022097, 2.076287E-3, 4.008659E-3
0.023097, 8.068249E-4, 6.015991E-3
0.024097, 2.211804E-4, 4.316196E-3
0.025097, 1.033017E-3, 2.882140E-3
0.026097, 1.652720E-3, 6.962641E-3
0.027097, 2.103040E-3, 3.550758E-3
0.028097, 1.106209E-2, 2.291123E-3
0.029097, 8.394955E-3, 1.251126E-3
0.030097, 2.562133E-3, 4.078549E-4
0.031097, 6.971987E-3, 2.603368E-4
0.032097, 4.838891E-3, 7.738291E-4
0.033097, 3.032564E-3, 1.151741E-3
0.034097, 7.133063E-3, 1.411935E-3
0.035097, 5.531118E-3, 1.022208E-2
0.036097, 4.162581E-3, 1.195482E-3
0.037097, 3.005079E-3, 7.182679E-4
0.038097, 6.619157E-3, 3.475969E-4
0.039097, 4.081689E-3, 8.581943E-3
0.040097, 5.696812E-3, 2.709487E-3
0.041097, 4.861638E-3, 2.101459E-3
0.042097, 3.609071E-3, 7.053810E-3
0.043097, 2.549850E-3, 4.024192E-3
0.044097, 6.991818E-3, 5.435452E-3
0.045097, 4.878933E-3, 5.364031E-3
0.046097, 5.554137E-3, 4.302109E-3
0.047097, 4.184458E-3, 5.269307E-3
0.048097, 3.016698E-3, 3.221255E-3
0.049097, 2.031913E-3, 1.532294E-3
0.050097, 1.212169E-3, 1.659190E-4
0.051097, 8.116136E-3, 9.125609E-4
0.052097, 5.813934E-3, 1.735990E-3
0.053097, 4.786344E-3, 1.098640E-2
, , 
0.054097, 3.563593E-3, 1.001802E-4
0.055097, 6.132461E-3, 9.262829E-3
0.056097, 4.164107E-3, 6.944422E-3
0.057097, 6.134818E-3, 3.714181E-3
0.058097, 4.641752E-3, 2.594887E-3
0.059097, 5.295077E-3, 1.687239E-3
0.060097, 5.117161E-3, 9.657734E-4
0.061097, 3.731361E-3, 8.244216E-3
0.062097, 6.104178E-3, 5.822606E-3
0.063097, 4.403433E-3, 4.895189E-3
0.064097, 5.549513E-3, 4.854374E-3
0.065097, 3.802971E-3, 2.934379E-3
0.066097, 2.349769E-3, 7.319553E-3
0.067097, 1.159782E-3, 2.856489E-3
0.068097, 8.452095E-3, 7.324937E-3
0.069097, 2.299051E-3, 5.734453E-3
0.070097, 7.397674E-3, 4.366663E-3
0.071097, 5.388641E-3, 3.200629E-3
0.072097, 3.672332E-3, 2.216666E-3
0.073097, 6.433106E-3, 7.254751E-3
0.074097, 3.859792E-3, 3.562125E-3
0.075097, 2.398674E-3, 6.108266E-3
0.076097, 7.473268E-3, 4.124724E-3
0.077097, 3.031922E-3, 6.180883E-3
0.078097, 6.894201E-3, 3.952106E-3
0.079097, 5.096109E-3, 2.384540E-3
0.080097, 5.085750E-3, 7.549576E-3
0.081097, 3.522446E-3, 5.738419E-3
0.082097, 2.212758E-3, 4.176863E-3
0.083097, 7.524641E-3, 5.807218E-3
