Time (s), Filtered Data By Channel
-0.005089, 2.409386E-3, 2.369643E-3
-0.004089, 7.543136E-3, 7.503727E-3
-0.003089, 5.745058E-3, 5.646048E-3
-0.002089, 4.198396E-3, 4.050506E-3
-0.001089, 5.775179E-3, 5.956615E-3
-0.000089, 4.041360E-3, 4.254981E-3
0.000911, 2.594012E-3, 5.819461E-3
0.001911, 7.252671E-3, 4.152996E-3
0.002911, 5.371195E-3, 5.912385E-3
0.003911, 4.895083E-3, 4.257489E-3
0.004911, 5.241881E-3, 5.780607E-3
0.005911, 5.026356E-3, 4.563972E-3
0.006911, 5.112288E-3, 5.493798E-3
0.007911, 3.505458E-3, 3.821748E-3
0.008911, 2.153006E-3, 2.411379E-3
0.009911, 7.625468E-3, 7.412648E-3
0.010911, 2.959043E-3, 3.119516E-3
0.011911, 1.755808E-3, 1.877440E-3
0.012911, 7.663740E-4, 7.796631E-3
0.013911, 8.687895E-3, 2.867937E-3
0.014911, 6.472815E-3, 6.909515E-3
0.015911, 4.582185E-3, 3.658240E-3
0.016911, 5.670076E-3, 2.441364E-3
0.017911, 4.156947E-3, 7.217240E-3
0.018911, 5.777530E-3, 5.197283E-3
0.019911, 4.001085E-3, 5.165441E-3
0.020911, 6.147267E-3, 4.893488E-3
0.021911, 4.540056E-3, 3.238476E-3
0.022911, 5.479115E-3, 6.793141E-3
0.023911, 3.778410E-3, 3.564604E-3
0.024911, 6.302721E-3, 6.473387E-3
0.025911, 4.020281E-3, 3.875894E-3
0.026911, 2.592558E-3, 6.172450E-3
, , 
0.027911, 1.411830E-3, 4.486261E-3
0.028911, 8.204078E-3, 3.057172E-3
0.029911, 2.532401E-3, 6.789921E-3
0.030911, 1.469419E-3, 4.935897E-3
0.031911, 8.048958E-3, 5.282263E-3
0.032911, 5.890215E-3, 3.749989E-3
0.033911, 4.049576E-3, 2.459649E-3
0.034911, 6.157829E-3, 7.263123E-3
0.035911, 4.052685E-3, 5.298465E-3
0.036911, 2.526214E-3, 3.633669E-3
0.037911, 7.396385E-3, 6.410495E-3
0.038911, 5.585940E-3, 4.718823E-3
0.039911, 4.041130E-3, 5.368005E-3
0.040911, 5.919372E-3, 4.919127E-3
0.041911, 4.163936E-3, 5.201930E-3
0.042911, 2.688791E-3, 5.054581E-3
0.043911, 1.466854E-3, 3.557357E-3
0.044911, 8.184283E-3, 2.298892E-3
0.045911, 6.133994E-3, 1.256006E-3
0.046911, 4.277238E-3, 8.244364E-3
0.047911, 5.735995E-3, 6.081047E-3
0.048911, 4.019492E-3, 4.240022E-3
0.049911, 6.085215E-3, 5.959258E-3
0.050911, 4.448334E-3, 4.402900E-3
0.051911, 3.067980E-3, 3.083954E-3
0.052911, 6.737666E-3, 6.671273E-3
0.053911, 3.819273E-3, 3.908800E-3
0.054911, 6.069451E-3, 5.955523E-3
0.055911, 4.408781E-3, 4.523941E-3
0.056911, 5.554184E-3, 5.432759E-3
0.057911, 4.854350E-3, 4.962294E-3
0.058911, 3.482937E-3, 3.579921E-3
0.059911, 6.324047E-3, 2.414695E-3
, , 
0.060911, 4.433888E-3, 1.445458E-3
0.061911, 5.814931E-3, 7.998884E-3
0.062911, 4.295557E-3, 2.855790E-3
0.063911, 3.008924E-3, 6.767727E-3
0.064911, 6.724099E-3, 4.729874E-3
0.065911, 4.769739E-3, 3.015181E-3
0.066911, 5.534512E-3, 7.058250E-3
0.067911, 4.593932E-3, 3.273277E-3
0.068911, 2.998241E-3, 6.777475E-3
0.069911, 6.982487E-3, 3.570488E-3
0.070911, 3.435978E-3, 6.469611E-3
0.071911, 2.098482E-3, 4.767356E-3
0.072911, 7.654172E-3, 3.315985E-3
0.073911, 2.963978E-3, 6.558140E-3
0.074911, 1.799524E-3, 4.734570E-3
0.075911, 7.804968E-3, 3.200150E-3
0.076911, 5.718427E-3, 6.724660E-3
0.077911, 3.937459E-3, 3.726226E-3
0.078911, 6.221491E-3, 6.232031E-3
0.079911, 4.629145E-3, 4.183965E-3
0.080911, 3.284190E-3, 2.840871E-3
0.081911, 2.162080E-3, 1.729452E-3
0.082911, 1.239646E-3, 7.825961E-3
0.083911, 8.161567E-3, 5.706524E-3
0.084911, 2.749679E-3, 4.750780E-3
0.085911, 6.831510E-3, 3.431639E-3
0.086911, 4.745840E-3, 2.328914E-3
0.087911, 2.986475E-3, 1.420007E-3
0.088911, 1.523244E-3, 6.836856E-4
0.089911, 8.329361E-3, 8.550992E-3
0.090911, 6.443811E-3, 6.160595E-3
0.091911, 3.836332E-3, 4.522333E-3
0.092911, 2.379274E-3, 5.263298E-3
, , 
0.093911, 7.475475E-3, 5.272541E-3
0.094911, 5.599913E-3, 4.002859E-3
0.095911, 4.662943E-3, 5.726588E-3
0.096911, 5.474750E-3, 3.792685E-3
0.097911, 3.861122E-3, 2.179520E-3
0.098911, 2.496585E-3, 7.795266E-3
0.099911, 1.358006E-3, 6.019494E-3
0.100911, 8.233314E-3, 4.487800E-3
0.101911, 6.143289E-3, 5.472058E-3
0.102911, 4.290802E-3, 4.912791E-3
0.103911, 5.713503E-3, 5.136222E-3
0.104911, 4.657342E-3, 5.170038E-3
0.105911, 3.252543E-3, 3.703446E-3
0.106911, 2.073602E-3, 2.459461E-3
0.107911, 1.098497E-3, 1.417646E-3
0.108911, 8.350334E-3, 8.092537E-3
0.109911, 6.137643E-3, 5.947614E-3
0.110911, 4.256178E-3, 4.519573E-3
0.111911, 2.675495E-3, 3.198381E-3
0.112911, 7.290066E-3, 6.566159E-3
0.113911, 5.513025E-3, 4.651847E-3
0.114911, 3.993572E-3, 3.043842E-3
0.115911, 2.708380E-3, 6.939017E-3
0.116911, 7.021427E-3, 5.183259E-3
0.117911, 5.061921E-3, 4.968895E-3
0.118911, 3.407180E-3, 5.253022E-3
0.119911, 2.028104E-3, 3.719090E-3
0.120911, 8.970456E-4, 6.228047E-3
0.121911, 1.218770E-5, 4.468530E-3
0.122911, 7.243348E-4, 2.989810E-3
0.123911, 1.262683E-3, 1.764011E-3
0.124911, 1.030573E-2, 7.886277E-3
0.125911, 9.378354E-4, 2.807148E-3
, , 
0.126911, 3.199217E-4, 1.712603E-3
0.127911, 1.549409E-4, 7.828552E-3
0.128911, 9.162113E-3, 5.697287E-3
0.129911, 2.092775E-3, 4.769601E-3
0.130911, 1.464636E-3, 3.457988E-3
0.131911, 7.695764E-3, 2.360925E-3
0.132911, 5.249303E-3, 1.456000E-3
0.133911, 5.471933E-3, 7.221644E-4
0.134911, 4.309201E-3, 8.511345E-3
0.135911, 6.226226E-3, 6.120923E-3
0.136911, 4.932841E-3, 4.561052E-3
0.137911, 4.839111E-3, 5.226351E-3
0.138911, 2.951270E-3, 3.344010E-3
0.139911, 7.263276E-3, 1.776776E-3
0.140911, 5.682789E-3, 4.940340E-4
0.141911, 4.343632E-3, 5.334197E-4
0.142911, 2.678915E-3, 1.333347E-3
0.143911, 1.314224E-3, 1.058310E-2
0.144911, 8.438863E-3, 8.165489E-3
0.145911, 2.201305E-3, 2.580909E-3
0.146911, 1.077304E-3, 7.110779E-3
0.147911, 1.846417E-4, 3.543975E-3
0.148911, 5.040603E-4, 2.412997E-3
0.149911, 1.014434E-3, 7.162799E-3
0.150911, 1.002703E-2, 5.064782E-3
0.151911, 7.408985E-3, 3.281142E-3
0.152911, 5.154840E-3, 6.866765E-3
0.153911, 5.421262E-3, 5.263439E-3
0.154911, 4.192573E-3, 3.900591E-3
0.155911, 5.496151E-3, 2.754500E-3
0.156911, 5.145131E-3, 6.848221E-3
0.157911, 4.689480E-3, 4.786539E-3
0.158911, 5.815126E-3, 3.046411E-3
, , 
0.159911, 4.146604E-3, 7.052860E-3
0.160911, 6.240689E-3, 5.397644E-3
0.161911, 3.828395E-3, 3.981329E-3
0.162911, 2.195096E-3, 2.781677E-3
0.163911, 7.803503E-3, 1.777650E-3
0.164911, 6.041889E-3, 9.493817E-4
0.165911, 4.134394E-3, 8.372893E-3
0.166911, 6.065038E-3, 2.586298E-3
0.167911, 4.165807E-3, 1.702160E-3
0.168911, 2.668983E-3, 7.677448E-3
0.169911, 7.217408E-3, 5.427391E-3
0.170911, 3.290002E-3, 3.529811E-3
0.171911, 2.035328E-3, 6.699536E-3
0.172911, 1.015438E-3, 3.500761E-3
0.173911, 8.452513E-3, 6.658761E-3
0.174911, 2.418556E-3, 5.050314E-3
0.175911, 7.180170E-3, 1.232075E-2
0.176911, 5.093059E-3, 8.994147E-3
0.177911, 3.316678E-3, 6.663215E-3
0.178911, 1.823984E-3, 4.685305E-3
0.179911, 8.067671E-3, 3.027200E-3
0.180911, 2.428483E-3, 1.657318E-3
0.181911, 7.497150E-3, 8.105340E-3
0.182911, 2.966492E-3, 6.147077E-3
0.183911, 6.990472E-3, 4.190175E-3
0.184911, 5.213870E-3, 2.787362E-3
0.185911, 4.954583E-3, 7.018222E-3
0.186911, 5.271883E-3, 3.539597E-3
0.187911, 4.916111E-3, 2.327230E-3
0.188911, 3.363768E-3, 7.315748E-3
0.189911, 2.068757E-3, 3.379078E-3
0.190911, 7.651245E-3, 6.370745E-3
0.191911, 5.665558E-3, 4.220601E-3
, , 
0.192911, 4.685358E-3, 5.628832E-3
0.193911, 3.272748E-3, 3.783826E-3
0.194911, 2.095742E-3, 2.232872E-3
0.195911, 1.130177E-3, 9.487318E-4
0.196911, 3.532186E-4, 8.745737E-3
0.197911, 8.913286E-3, 6.733446E-3
0.198911, 2.122186E-3, 3.646632E-3
0.199911, 1.311668E-3, 2.278001E-3
0.200911, 7.996967E-3, 7.499864E-3
0.201911, 2.989166E-3, 5.570001E-3
0.202911, 6.533236E-3, 3.922472E-3
0.203911, 4.253318E-3, 6.119324E-3
0.204911, 3.202111E-3, 4.213345E-3
0.205911, 2.318821E-3, 5.862006E-3
0.206911, 7.070983E-3, 4.440076E-3
0.207911, 4.828879E-3, 2.988017E-3
0.208911, 2.944440E-3, 1.774063E-3
0.209911, 1.384068E-3, 7.748076E-4
0.210911, 1.156621E-4, 8.683014E-3
0.211911, 8.913591E-4, 2.172637E-3
0.212911, 1.666026E-3, 1.213616E-3
0.213911, 1.089245E-2, 4.355904E-4
0.214911, 2.151999E-4, 8.832486E-3
0.215911, 9.153096E-3, 6.467421E-3
0.216911, 1.813799E-3, 4.197890E-3
0.217911, 9.632061E-4, 3.052963E-3
0.218911, 2.952567E-4, 2.094245E-3
0.219911, 8.869590E-3, 7.348570E-3
0.220911, 6.397581E-3, 5.151597E-3
0.221911, 4.374164E-3, 5.352901E-3
0.222911, 3.320452E-3, 4.055007E-3
0.223911, 6.212482E-3, 5.699388E-3
0.224911, 4.089853E-3, 3.787121E-3
, , 
0.225911, 6.352121E-3, 6.458759E-3
0.226911, 4.989006E-3, 3.723577E-3
0.227911, 3.824290E-3, 6.454945E-3
0.228911, 5.818501E-3, 3.784882E-3
0.229911, 4.853787E-3, 6.345457E-3
0.230911, 4.961922E-3, 4.717228E-3
0.231911, 5.552027E-3, 5.325768E-3
0.232911, 4.407656E-3, 3.662559E-3
0.233911, 5.976386E-3, 6.371513E-3
0.234911, 4.557146E-3, 3.987749E-3
0.235911, 3.339842E-3, 2.604759E-3
0.236911, 2.306069E-3, 1.468146E-3
0.237911, 1.438400E-3, 8.099778E-3
0.238911, 7.936293E-3, 2.668990E-3
0.239911, 5.678512E-3, 1.642640E-3
0.240911, 4.879696E-3, 8.135402E-4
0.241911, 3.617553E-3, 8.492311E-3
0.242911, 2.541714E-3, 2.496713E-3
0.243911, 7.021586E-3, 6.998702E-3
0.244911, 3.723088E-3, 3.810330E-3
0.245911, 6.025449E-3, 2.795901E-3
0.246911, 4.104665E-3, 1.954132E-3
0.247911, 2.504945E-3, 1.265667E-3
0.248911, 7.462878E-3, 7.938569E-3
0.249911, 2.982115E-3, 5.533294E-3
0.250911, 1.681775E-3, 5.150764E-3
0.251911, 8.025784E-3, 4.645712E-3
0.252911, 2.643007E-3, 5.869017E-3
0.253911, 7.124025E-3, 4.081448E-3
0.254911, 5.174462E-3, 2.356731E-3
0.255911, 5.148728E-3, 7.710489E-3
0.256911, 4.942023E-3, 2.641252E-3
0.257911, 3.294376E-3, 1.273599E-3
, , 
0.258911, 6.748559E-3, 1.724025E-4
0.259911, 5.055656E-3, 6.917203E-4
0.260911, 5.032726E-3, 9.997573E-3
0.261911, 5.269044E-3, 7.629255E-3
0.262911, 4.849340E-3, 5.577528E-3
0.263911, 5.422849E-3, 3.817198E-3
0.264911, 4.724287E-3, 6.327093E-3
0.265911, 3.136325E-3, 4.736746E-3
0.266911, 6.845485E-3, 3.400572E-3
0.267911, 5.091657E-3, 6.358898E-3
0.268911, 5.056031E-3, 4.424475E-3
0.269911, 3.467399E-3, 2.785717E-3
0.270911, 2.140057E-3, 7.234723E-3
0.271911, 1.048246E-3, 3.130951E-3
0.272911, 1.674806E-4, 6.900840E-3
0.273911, 5.254354E-4, 5.196909E-3
0.274911, 1.052397E-3, 3.748125E-3
0.275911, 1.009065E-2, 6.121144E-3
0.276911, 7.504414E-3, 4.292099E-3
0.277911, 5.285734E-3, 2.752917E-3
0.278911, 3.403257E-3, 7.174901E-3
0.279911, 6.829764E-3, 3.275514E-3
0.280911, 3.369545E-3, 1.970928E-3
0.281911, 6.812116E-3, 9.020255E-4
0.282911, 5.223866E-3, 8.607096E-3
0.283911, 4.789417E-3, 6.437956E-3
0.284911, 3.094575E-3, 4.072000E-3
0.285911, 6.970287E-3, 2.807919E-3
0.286911, 3.378042E-3, 1.762070E-3
0.287911, 6.673289E-3, 7.739826E-3
0.288911, 3.683823E-3, 5.577639E-3
0.289911, 6.363178E-3, 4.912839E-3
0.290911, 3.994137E-3, 3.618393E-3
, , 
0.291911, 2.600213E-3, 2.532908E-3
0.292911, 1.452148E-3, 7.016324E-3
0.293911, 5.238775E-4, 3.743391E-3
0.294911, 2.091881E-4, 2.684650E-3
0.295911, 7.701685E-4, 6.847130E-3
0.296911, 9.837372E-3, 3.921965E-3
0.297911, 7.275954E-3, 2.865680E-3
0.298911, 5.078735E-3, 1.981572E-3
0.299911, 3.215034E-3, 1.251510E-3
0.300911, 1.655321E-3, 7.992550E-3
0.301911, 8.285418E-3, 3.026570E-3
0.302911, 6.479302E-3, 2.185755E-3
0.303911, 4.926333E-3, 1.485573E-3
0.304911, 5.053471E-3, 9.107733E-4
0.305911, 5.329531E-3, 8.203940E-3
0.306911, 3.925416E-3, 2.921223E-3
0.307911, 5.919988E-3, 6.485428E-3
0.308911, 4.584060E-3, 4.278985E-3
0.309911, 3.288665E-3, 6.212235E-3
0.310911, 2.197264E-3, 3.769029E-3
0.311911, 7.366858E-3, 6.570685E-3
0.312911, 5.267615E-3, 5.107427E-3
0.313911, 3.496937E-3, 4.810388E-3
0.314911, 6.633050E-3, 5.593690E-3
0.315911, 3.659625E-3, 4.455562E-3
0.316911, 6.439020E-3, 2.816942E-3
0.317911, 3.878086E-3, 1.473687E-3
0.318911, 2.454110E-3, 8.257050E-3
0.319911, 1.284937E-3, 6.263235E-3
0.320911, 3.433681E-4, 4.111716E-3
0.321911, 9.052911E-3, 2.747449E-3
0.322911, 6.772977E-3, 1.631181E-3
0.323911, 3.843177E-3, 7.915979E-3
, , 
0.324911, 5.989192E-3, 2.872955E-3
0.325911, 4.541594E-3, 6.785708E-3
0.326911, 5.373375E-3, 4.758267E-3
0.327911, 3.578649E-3, 5.616556E-3
0.328911, 2.071057E-3, 4.428115E-3
0.329911, 8.239161E-4, 5.892347E-3
0.330911, 1.883121E-4, 4.205129E-3
0.331911, 9.646654E-3, 6.064663E-3
0.332911, 7.419247E-3, 4.570206E-3
0.333911, 3.154529E-3, 5.346983E-3
0.334911, 1.946911E-3, 3.567756E-3
0.335911, 7.698709E-3, 2.079898E-3
0.336911, 3.006050E-3, 7.795507E-3
0.337911, 1.910046E-3, 5.943085E-3
0.338911, 1.014613E-3, 4.354517E-3
0.339911, 8.358904E-3, 3.005886E-3
0.340911, 6.076169E-3, 1.874508E-3
0.341911, 4.130662E-3, 9.388991E-4
