Time, Activation By Channel (% of MVC)
-0.014302, 1.398297E+0, 1.409125E+0
-0.013302, 1.398297E+0, 1.398929E+0
-0.012302, 1.408499E+0, 1.398929E+0
-0.011302, 1.398297E+0, 1.398929E+0
-0.010302, 1.408499E+0, 1.409125E+0
-0.009302, 1.398297E+0, 1.398929E+0
-0.008302, 1.408499E+0, 1.398929E+0
-0.007302, 1.408499E+0, 1.409125E+0
-0.006302, 1.398297E+0, 1.398929E+0
-0.005302, 1.408499E+0, 1.409125E+0
-0.004302, 1.398297E+0, 1.409125E+0
-0.003302, 1.398297E+0, 1.398929E+0
-0.002302, 1.408499E+0, 1.409125E+0
-0.001302, 1.398297E+0, 1.409125E+0
-0.000302, 1.408499E+0, 1.409125E+0
0.000698, 1.398297E+0, 1.398929E+0
0.001698, 1.408499E+0, 1.398929E+0
0.002698, 1.408499E+0, 1.409125E+0
0.003698, 1.408499E+0, 1.398929E+0
0.004698, 1.398297E+0, 1.409125E+0
0.005698, 1.398297E+0, 1.409125E+0
0.006698, 1.408499E+0, 1.409125E+0
0.007698, 1.398297E+0, 1.398929E+0
0.008698, 1.408499E+0, 1.398929E+0
0.009698, 1.408499E+0, 1.398929E+0
0.010698, 1.408499E+0, 1.409125E+0
0.011698, 1.408499E+0, 1.398929E+0
0.012698, 1.398297E+0, 1.409125E+0
0.013698, 1.408499E+0, 1.398929E+0
0.014698, 1.408499E+0, 1.398929E+0
0.015698, 1.398297E+0, 1.409125E+0
0.016698, 1.398297E+0, 1.409125E+0
0.017698, 1.408499E+0, 1.398929E+0
, , 
0.018698, 1.408499E+0, 1.409125E+0
0.019698, 1.408499E+0, 1.409125E+0
0.020698, 1.408499E+0, 1.398929E+0
0.021698, 1.408499E+0, 1.398929E+0
0.022698, 1.408499E+0, 1.398929E+0
0.023698, 1.408499E+0, 1.409125E+0
0.024698, 1.408499E+0, 1.398929E+0
0.025698, 1.408499E+0, 1.409125E+0
0.026698, 1.398297E+0, 1.409125E+0
0.027698, 1.408499E+0, 1.398929E+0
0.028698, 1.398297E+0, 1.398929E+0
0.029698, 1.408499E+0, 1.409125E+0
0.030698, 1.408499E+0, 1.398929E+0
0.031698, 1.398297E+0, 1.398929E+0
0.032698, 1.408499E+0, 1.409125E+0
0.033698, 1.408499E+0, 1.398929E+0
0.034698, 1.408499E+0, 1.398929E+0
0.035698, 1.398297E+0, 1.409125E+0
0.036698, 1.408499E+0, 1.409125E+0
0.037698, 1.408499E+0, 1.409125E+0
0.038698, 1.408499E+0, 1.398929E+0
0.039698, 1.398297E+0, 1.409125E+0
0.040698, 1.398297E+0, 1.398929E+0
0.041698, 1.408499E+0, 1.398929E+0
0.042698, 1.398297E+0, 1.398929E+0
0.043698, 1.408499E+0, 1.409125E+0
0.044698, 1.408499E+0, 1.409125E+0
0.045698, 1.408499E+0, 1.409125E+0
0.046698, 1.408499E+0, 1.409125E+0
0.047698, 1.408499E+0, 1.398929E+0
0.048698, 1.398297E+0, 1.409125E+0
0.049698, 1.398297E+0, 1.398929E+0
0.050698, 1.398297E+0, 1.398929E+0
, , 
0.051698, 1.398297E+0, 1.398929E+0
0.052698, 1.398297E+0, 1.398929E+0
0.053698, 1.398297E+0, 1.398929E+0
0.054698, 1.398297E+0, 1.409125E+0
0.055698, 1.398297E+0, 1.409125E+0
0.056698, 1.398297E+0, 1.398929E+0
0.057698, 1.398297E+0, 1.398929E+0
0.058698, 1.398297E+0, 1.398929E+0
0.059698, 1.408499E+0, 1.409125E+0
0.060698, 1.408499E+0, 1.409125E+0
0.061698, 1.408499E+0, 1.409125E+0
0.062698, 1.408499E+0, 1.409125E+0
0.063698, 1.398297E+0, 1.409125E+0
0.064698, 1.408499E+0, 1.409125E+0
0.065698, 1.408499E+0, 1.409125E+0
0.066698, 1.398297E+0, 1.398929E+0
0.067698, 1.408499E+0, 1.409125E+0
0.068698, 1.408499E+0, 1.409125E+0
0.069698, 1.398297E+0, 1.398929E+0
0.070698, 1.408499E+0, 1.398929E+0
0.071698, 1.398297E+0, 1.398929E+0
0.072698, 1.408499E+0, 1.409125E+0
0.073698, 1.398297E+0, 1.398929E+0
0.074698, 1.398297E+0, 1.409125E+0
0.075698, 1.408499E+0, 1.398929E+0
0.076698, 1.408499E+0, 1.409125E+0
0.077698, 1.408499E+0, 1.409125E+0
0.078698, 1.408499E+0, 1.409125E+0
0.079698, 1.398297E+0, 1.409125E+0
0.080698, 1.408499E+0, 1.398929E+0
0.081698, 1.408499E+0, 1.398929E+0
0.082698, 1.408499E+0, 1.409125E+0
0.083698, 1.398297E+0, 1.398929E+0
, , 
0.084698, 1.408499E+0, 1.409125E+0
0.085698, 1.408499E+0, 1.398929E+0
0.086698, 1.408499E+0, 1.398929E+0
0.087698, 1.408499E+0, 1.409125E+0
0.088698, 1.398297E+0, 1.398929E+0
0.089698, 1.408499E+0, 1.398929E+0
0.090698, 1.408499E+0, 1.409125E+0
0.091698, 1.398297E+0, 1.398929E+0
0.092698, 1.398297E+0, 1.398929E+0
0.093698, 1.398297E+0, 1.398929E+0
0.094698, 1.398297E+0, 1.398929E+0
0.095698, 1.408499E+0, 1.409125E+0
0.096698, 1.398297E+0, 1.409125E+0
0.097698, 1.408499E+0, 1.398929E+0
0.098698, 1.408499E+0, 1.398929E+0
0.099698, 1.398297E+0, 1.409125E+0
0.100698, 1.408499E+0, 1.409125E+0
0.101698, 1.408499E+0, 1.409125E+0
0.102698, 1.408499E+0, 1.398929E+0
0.103698, 1.408499E+0, 1.398929E+0
0.104698, 1.408499E+0, 1.398929E+0
0.105698, 1.398297E+0, 1.398929E+0
0.106698, 1.408499E+0, 1.398929E+0
0.107698, 1.408499E+0, 1.409125E+0
0.108698, 1.398297E+0, 1.409125E+0
0.109698, 1.398297E+0, 1.398929E+0
0.110698, 1.408499E+0, 1.409125E+0
0.111698, 1.408499E+0, 1.409125E+0
0.112698, 1.408499E+0, 1.409125E+0
0.113698, 1.398297E+0, 1.398929E+0
0.114698, 1.398297E+0, 1.398929E+0
0.115698, 1.408499E+0, 1.409125E+0
0.116698, 1.398297E+0, 1.398929E+0
, , 
0.117698, 1.408499E+0, 1.409125E+0
0.118698, 1.408499E+0, 1.409125E+0
0.119698, 1.398297E+0, 1.409125E+0
0.120698, 1.408499E+0, 1.409125E+0
0.121698, 1.408499E+0, 1.409125E+0
0.122698, 1.398297E+0, 1.398929E+0
0.123698, 1.408499E+0, 1.398929E+0
0.124698, 1.398297E+0, 1.398929E+0
0.125698, 1.398297E+0, 1.409125E+0
0.126698, 1.408499E+0, 1.398929E+0
0.127698, 1.398297E+0, 1.398929E+0
0.128698, 1.398297E+0, 1.409125E+0
0.129698, 1.408499E+0, 1.398929E+0
0.130698, 1.408499E+0, 1.409125E+0
0.131698, 1.408499E+0, 1.409125E+0
0.132698, 1.398297E+0, 1.398929E+0
0.133698, 1.398297E+0, 1.398929E+0
0.134698, 1.398297E+0, 1.398929E+0
0.135698, 1.398297E+0, 1.398929E+0
0.136698, 1.398297E+0, 1.398929E+0
0.137698, 1.408499E+0, 1.409125E+0
0.138698, 1.398297E+0, 1.398929E+0
0.139698, 1.408499E+0, 1.409125E+0
0.140698, 1.408499E+0, 1.409125E+0
0.141698, 1.398297E+0, 1.409125E+0
0.142698, 1.408499E+0, 1.409125E+0
0.143698, 1.408499E+0, 1.398929E+0
0.144698, 1.398297E+0, 1.409125E+0
0.145698, 1.398297E+0, 1.409125E+0
0.146698, 1.398297E+0, 1.398929E+0
0.147698, 1.408499E+0, 1.409125E+0
0.148698, 1.408499E+0, 1.409125E+0
0.149698, 1.398297E+0, 1.398929E+0
, , 
0.150698, 1.398297E+0, 1.398929E+0
0.151698, 1.398297E+0, 1.398929E+0
0.152698, 1.408499E+0, 1.398929E+0
0.153698, 1.408499E+0, 1.409125E+0
0.154698, 1.408499E+0, 1.409125E+0
0.155698, 1.398297E+0, 1.398929E+0
0.156698, 1.398297E+0, 1.409125E+0
0.157698, 1.408499E+0, 1.409125E+0
0.158698, 1.398297E+0, 1.398929E+0
0.159698, 1.408499E+0, 1.409125E+0
0.160698, 1.408499E+0, 1.398929E+0
0.161698, 1.408499E+0, 1.409125E+0
0.162698, 1.408499E+0, 1.409125E+0
0.163698, 1.408499E+0, 1.398929E+0
0.164698, 1.408499E+0, 1.409125E+0
0.165698, 1.408499E+0, 1.409125E+0
0.166698, 1.408499E+0, 1.409125E+0
0.167698, 1.408499E+0, 1.398929E+0
0.168698, 1.398297E+0, 1.398929E+0
0.169698, 1.398297E+0, 1.398929E+0
0.170698, 1.398297E+0, 1.398929E+0
0.171698, 1.398297E+0, 1.398929E+0
0.172698, 1.408499E+0, 1.398929E+0
0.173698, 1.408499E+0, 1.409125E+0
0.174698, 1.408499E+0, 1.409125E+0
0.175698, 1.408499E+0, 1.398929E+0
0.176698, 1.408499E+0, 1.409125E+0
0.177698, 1.398297E+0, 1.409125E+0
0.178698, 1.408499E+0, 1.409125E+0
0.179698, 1.408499E+0, 1.409125E+0
0.180698, 1.398297E+0, 1.409125E+0
0.181698, 1.398297E+0, 1.398929E+0
0.182698, 1.408499E+0, 1.409125E+0
, , 
0.183698, 1.408499E+0, 1.409125E+0
0.184698, 1.398297E+0, 1.398929E+0
0.185698, 1.408499E+0, 1.409125E+0
0.186698, 1.408499E+0, 1.409125E+0
0.187698, 1.408499E+0, 1.409125E+0
0.188698, 1.398297E+0, 1.398929E+0
0.189698, 1.398297E+0, 1.398929E+0
0.190698, 1.398297E+0, 1.398929E+0
0.191698, 1.398297E+0, 1.398929E+0
0.192698, 1.398297E+0, 1.409125E+0
0.193698, 1.408499E+0, 1.409125E+0
0.194698, 1.408499E+0, 1.409125E+0
0.195698, 1.398297E+0, 1.398929E+0
0.196698, 1.408499E+0, 1.398929E+0
0.197698, 1.408499E+0, 1.409125E+0
0.198698, 1.398297E+0, 1.409125E+0
0.199698, 1.408499E+0, 1.409125E+0
0.200698, 1.408499E+0, 1.398929E+0
0.201698, 1.408499E+0, 1.398929E+0
0.202698, 1.408499E+0, 1.398929E+0
0.203698, 1.398297E+0, 1.398929E+0
0.204698, 1.398297E+0, 1.409125E+0
0.205698, 1.408499E+0, 1.398929E+0
0.206698, 1.408499E+0, 1.409125E+0
0.207698, 1.408499E+0, 1.409125E+0
0.208698, 1.408499E+0, 1.409125E+0
0.209698, 1.408499E+0, 1.409125E+0
0.210698, 1.398297E+0, 1.398929E+0
0.211698, 1.408499E+0, 1.409125E+0
0.212698, 1.398297E+0, 1.398929E+0
0.213698, 1.398297E+0, 1.398929E+0
0.214698, 1.398297E+0, 1.398929E+0
0.215698, 1.398297E+0, 1.398929E+0
, , 
0.216698, 1.398297E+0, 1.409125E+0
0.217698, 1.398297E+0, 1.398929E+0
0.218698, 1.398297E+0, 1.398929E+0
0.219698, 1.398297E+0, 1.398929E+0
0.220698, 1.408499E+0, 1.398929E+0
0.221698, 1.408499E+0, 1.409125E+0
0.222698, 1.408499E+0, 1.409125E+0
