Time (s), Raw Data By Channel
0.003384, 1.398297E+0, 1.409125E+0
0.004384, 1.408499E+0, 1.409125E+0
0.005384, 1.398297E+0, 1.398929E+0
0.006384, 1.408499E+0, 1.409125E+0
0.007384, 1.408499E+0, 1.409125E+0
0.008384, 1.398297E+0, 1.398929E+0
0.009384, 1.408499E+0, 1.398929E+0
0.010384, 1.408499E+0, 1.398929E+0
0.011384, 1.398297E+0, 1.398929E+0
0.012384, 1.398297E+0, 1.409125E+0
0.013384, 1.408499E+0, 1.409125E+0
0.014384, 1.398297E+0, 1.398929E+0
0.015384, 1.408499E+0, 1.409125E+0
0.016384, 1.408499E+0, 1.398929E+0
0.017384, 1.408499E+0, 1.409125E+0
0.018384, 1.398297E+0, 1.398929E+0
0.019384, 1.408499E+0, 1.409125E+0
0.020384, 1.398297E+0, 1.409125E+0
0.021384, 1.408499E+0, 1.409125E+0
0.022384, 1.398297E+0, 1.398929E+0
0.023384, 1.408499E+0, 1.398929E+0
0.024384, 1.398297E+0, 1.398929E+0
0.025384, 1.408499E+0, 1.398929E+0
0.026384, 1.408499E+0, 1.398929E+0
0.027384, 1.408499E+0, 1.409125E+0
0.028384, 1.398297E+0, 1.409125E+0
0.029384, 1.408499E+0, 1.398929E+0
0.030384, 1.398297E+0, 1.398929E+0
0.031384, 1.408499E+0, 1.409125E+0
0.032384, 1.408499E+0, 1.409125E+0
0.033384, 1.408499E+0, 1.398929E+0
0.034384, 1.408499E+0, 1.409125E+0
0.035384, 1.408499E+0, 1.398929E+0
, , 
0.036384, 1.408499E+0, 1.409125E+0
0.037384, 1.408499E+0, 1.409125E+0
0.038384, 1.408499E+0, 1.409125E+0
0.039384, 1.408499E+0, 1.409125E+0
0.040384, 1.408499E+0, 1.409125E+0
0.041384, 1.408499E+0, 1.409125E+0
0.042384, 1.398297E+0, 1.398929E+0
0.043384, 1.408499E+0, 1.409125E+0
0.044384, 1.408499E+0, 1.398929E+0
0.045384, 1.398297E+0, 1.398929E+0
0.046384, 1.398297E+0, 1.409125E+0
0.047384, 1.408499E+0, 1.409125E+0
0.048384, 1.408499E+0, 1.409125E+0
0.049384, 1.408499E+0, 1.398929E+0
0.050384, 1.408499E+0, 1.398929E+0
0.051384, 1.398297E+0, 1.409125E+0
0.052384, 1.398297E+0, 1.409125E+0
0.053384, 1.408499E+0, 1.398929E+0
0.054384, 1.398297E+0, 1.409125E+0
0.055384, 1.408499E+0, 1.409125E+0
0.056384, 1.408499E+0, 1.398929E+0
0.057384, 1.408499E+0, 1.398929E+0
0.058384, 1.398297E+0, 1.398929E+0
0.059384, 1.408499E+0, 1.409125E+0
0.060384, 1.408499E+0, 1.409125E+0
0.061384, 1.408499E+0, 1.398929E+0
0.062384, 1.398297E+0, 1.398929E+0
0.063384, 1.398297E+0, 1.398929E+0
0.064384, 1.398297E+0, 1.398929E+0
0.065384, 1.408499E+0, 1.398929E+0
0.066384, 1.398297E+0, 1.409125E+0
0.067384, 1.398297E+0, 1.398929E+0
0.068384, 1.408499E+0, 1.409125E+0
, , 
0.069384, 1.398297E+0, 1.398929E+0
0.070384, 1.408499E+0, 1.409125E+0
0.071384, 1.398297E+0, 1.409125E+0
0.072384, 1.408499E+0, 1.409125E+0
0.073384, 1.408499E+0, 1.398929E+0
0.074384, 1.398297E+0, 1.398929E+0
0.075384, 1.408499E+0, 1.409125E+0
0.076384, 1.408499E+0, 1.398929E+0
0.077384, 1.408499E+0, 1.398929E+0
0.078384, 1.408499E+0, 1.398929E+0
0.079384, 1.408499E+0, 1.409125E+0
0.080384, 1.408499E+0, 1.409125E+0
0.081384, 1.398297E+0, 1.398929E+0
0.082384, 1.398297E+0, 1.398929E+0
0.083384, 1.398297E+0, 1.409125E+0
0.084384, 1.398297E+0, 1.398929E+0
0.085384, 1.398297E+0, 1.409125E+0
0.086384, 1.408499E+0, 1.409125E+0
0.087384, 1.398297E+0, 1.398929E+0
0.088384, 1.408499E+0, 1.398929E+0
