Time (s), Raw Data By Channel
-0.012276, 1.408499E+0, 1.398929E+0
-0.011276, 1.408499E+0, 1.398929E+0
-0.010276, 1.408499E+0, 1.398929E+0
-0.009276, 1.408499E+0, 1.398929E+0
-0.008276, 1.408499E+0, 1.398929E+0
-0.007276, 1.408499E+0, 1.398929E+0
-0.006276, 1.398297E+0, 1.398929E+0
-0.005276, 1.408499E+0, 1.398929E+0
-0.004276, 1.398297E+0, 1.409125E+0
-0.003276, 1.398297E+0, 1.409125E+0
-0.002276, 1.408499E+0, 1.398929E+0
-0.001276, 1.398297E+0, 1.409125E+0
-0.000276, 1.398297E+0, 1.398929E+0
0.000724, 1.408499E+0, 1.398929E+0
0.001724, 1.408499E+0, 1.398929E+0
0.002724, 1.398297E+0, 1.398929E+0
0.003724, 1.398297E+0, 1.409125E+0
0.004724, 1.398297E+0, 1.398929E+0
0.005724, 1.398297E+0, 1.398929E+0
0.006724, 1.398297E+0, 1.409125E+0
0.007724, 1.408499E+0, 1.409125E+0
0.008724, 1.398297E+0, 1.398929E+0
0.009724, 1.398297E+0, 1.398929E+0
0.010724, 1.398297E+0, 1.398929E+0
0.011724, 1.408499E+0, 1.398929E+0
0.012724, 1.408499E+0, 1.398929E+0
0.013724, 1.398297E+0, 1.398929E+0
0.014724, 1.398297E+0, 1.398929E+0
0.015724, 1.408499E+0, 1.409125E+0
0.016724, 1.398297E+0, 1.398929E+0
0.017724, 1.408499E+0, 1.398929E+0
0.018724, 1.408499E+0, 1.398929E+0
0.019724, 1.408499E+0, 1.409125E+0
, , 
0.020724, 1.398297E+0, 1.398929E+0
0.021724, 1.398297E+0, 1.409125E+0
0.022724, 1.408499E+0, 1.398929E+0
0.023724, 1.408499E+0, 1.398929E+0
0.024724, 1.408499E+0, 1.409125E+0
0.025724, 1.408499E+0, 1.409125E+0
0.026724, 1.398297E+0, 1.398929E+0
0.027724, 1.398297E+0, 1.398929E+0
0.028724, 1.408499E+0, 1.409125E+0
0.029724, 1.398297E+0, 1.409125E+0
0.030724, 1.408499E+0, 1.398929E+0
0.031724, 1.398297E+0, 1.398929E+0
0.032724, 1.398297E+0, 1.398929E+0
0.033724, 1.408499E+0, 1.409125E+0
0.034724, 1.408499E+0, 1.409125E+0
0.035724, 1.408499E+0, 1.409125E+0
0.036724, 1.408499E+0, 1.398929E+0
0.037724, 1.398297E+0, 1.398929E+0
0.038724, 1.398297E+0, 1.398929E+0
0.039724, 1.408499E+0, 1.398929E+0
0.040724, 1.398297E+0, 1.398929E+0
0.041724, 1.408499E+0, 1.398929E+0
0.042724, 1.408499E+0, 1.398929E+0
0.043724, 1.408499E+0, 1.409125E+0
0.044724, 1.408499E+0, 1.398929E+0
0.045724, 1.398297E+0, 1.409125E+0
0.046724, 1.398297E+0, 1.398929E+0
0.047724, 1.408499E+0, 1.409125E+0
0.048724, 1.408499E+0, 1.398929E+0
0.049724, 1.408499E+0, 1.398929E+0
0.050724, 1.408499E+0, 1.398929E+0
0.051724, 1.408499E+0, 1.409125E+0
0.052724, 1.398297E+0, 1.409125E+0
, , 
0.053724, 1.408499E+0, 1.398929E+0
0.054724, 1.398297E+0, 1.398929E+0
0.055724, 1.408499E+0, 1.409125E+0
0.056724, 1.408499E+0, 1.398929E+0
0.057724, 1.398297E+0, 1.398929E+0
0.058724, 1.398297E+0, 1.409125E+0
0.059724, 1.408499E+0, 1.398929E+0
0.060724, 1.408499E+0, 1.398929E+0
0.061724, 1.398297E+0, 1.398929E+0
0.062724, 1.398297E+0, 1.409125E+0
0.063724, 1.398297E+0, 1.398929E+0
0.064724, 1.398297E+0, 1.409125E+0
0.065724, 1.398297E+0, 1.409125E+0
0.066724, 1.398297E+0, 1.398929E+0
0.067724, 1.408499E+0, 1.398929E+0
0.068724, 1.408499E+0, 1.409125E+0
0.069724, 1.408499E+0, 1.409125E+0
0.070724, 1.398297E+0, 1.409125E+0
0.071724, 1.408499E+0, 1.409125E+0
0.072724, 1.408499E+0, 1.398929E+0
0.073724, 1.398297E+0, 1.398929E+0
0.074724, 1.408499E+0, 1.409125E+0
0.075724, 1.398297E+0, 1.409125E+0
0.076724, 1.408499E+0, 1.409125E+0
0.077724, 1.408499E+0, 1.409125E+0
0.078724, 1.408499E+0, 1.398929E+0
0.079724, 1.408499E+0, 1.398929E+0
0.080724, 1.408499E+0, 1.409125E+0
0.081724, 1.408499E+0, 1.398929E+0
0.082724, 1.408499E+0, 1.409125E+0
0.083724, 1.398297E+0, 1.398929E+0
0.084724, 1.398297E+0, 1.409125E+0
0.085724, 1.408499E+0, 1.409125E+0
, , 
0.086724, 1.398297E+0, 1.409125E+0
0.087724, 1.408499E+0, 1.398929E+0
0.088724, 1.408499E+0, 1.398929E+0
0.089724, 1.398297E+0, 1.409125E+0
0.090724, 1.408499E+0, 1.409125E+0
0.091724, 1.398297E+0, 1.398929E+0
0.092724, 1.408499E+0, 1.398929E+0
0.093724, 1.398297E+0, 1.409125E+0
0.094724, 1.408499E+0, 1.398929E+0
0.095724, 1.398297E+0, 1.409125E+0
0.096724, 1.408499E+0, 1.398929E+0
0.097724, 1.408499E+0, 1.409125E+0
0.098724, 1.408499E+0, 1.398929E+0
0.099724, 1.398297E+0, 1.409125E+0
0.100724, 1.408499E+0, 1.398929E+0
0.101724, 1.398297E+0, 1.398929E+0
0.102724, 1.398297E+0, 1.398929E+0
0.103724, 1.408499E+0, 1.398929E+0
0.104724, 1.408499E+0, 1.409125E+0
0.105724, 1.398297E+0, 1.409125E+0
0.106724, 1.398297E+0, 1.409125E+0
0.107724, 1.408499E+0, 1.409125E+0
0.108724, 1.408499E+0, 1.409125E+0
0.109724, 1.398297E+0, 1.398929E+0
0.110724, 1.408499E+0, 1.409125E+0
0.111724, 1.408499E+0, 1.398929E+0
0.112724, 1.398297E+0, 1.398929E+0
0.113724, 1.408499E+0, 1.409125E+0
0.114724, 1.398297E+0, 1.398929E+0
0.115724, 1.398297E+0, 1.409125E+0
0.116724, 1.398297E+0, 1.409125E+0
0.117724, 1.408499E+0, 1.409125E+0
0.118724, 1.398297E+0, 1.398929E+0
, , 
0.119724, 1.408499E+0, 1.409125E+0
0.120724, 1.408499E+0, 1.398929E+0
0.121724, 1.398297E+0, 1.398929E+0
0.122724, 1.398297E+0, 1.409125E+0
0.123724, 1.408499E+0, 1.409125E+0
0.124724, 1.398297E+0, 1.398929E+0
0.125724, 1.408499E+0, 1.409125E+0
0.126724, 1.398297E+0, 1.398929E+0
0.127724, 1.408499E+0, 1.398929E+0
0.128724, 1.398297E+0, 1.409125E+0
0.129724, 1.408499E+0, 1.398929E+0
0.130724, 1.398297E+0, 1.398929E+0
0.131724, 1.398297E+0, 1.398929E+0
0.132724, 1.408499E+0, 1.409125E+0
0.133724, 1.408499E+0, 1.409125E+0
0.134724, 1.398297E+0, 1.398929E+0
0.135724, 1.398297E+0, 1.398929E+0
0.136724, 1.398297E+0, 1.398929E+0
0.137724, 1.408499E+0, 1.409125E+0
0.138724, 1.408499E+0, 1.409125E+0
0.139724, 1.398297E+0, 1.398929E+0
0.140724, 1.408499E+0, 1.409125E+0
0.141724, 1.408499E+0, 1.409125E+0
0.142724, 1.408499E+0, 1.398929E+0
0.143724, 1.408499E+0, 1.398929E+0
0.144724, 1.408499E+0, 1.398929E+0
0.145724, 1.398297E+0, 1.398929E+0
0.146724, 1.398297E+0, 1.398929E+0
0.147724, 1.398297E+0, 1.398929E+0
0.148724, 1.408499E+0, 1.409125E+0
0.149724, 1.408499E+0, 1.409125E+0
0.150724, 1.408499E+0, 1.409125E+0
0.151724, 1.408499E+0, 1.398929E+0
, , 
0.152724, 1.398297E+0, 1.398929E+0
0.153724, 1.408499E+0, 1.398929E+0
0.154724, 1.408499E+0, 1.398929E+0
0.155724, 1.408499E+0, 1.398929E+0
0.156724, 1.408499E+0, 1.409125E+0
0.157724, 1.408499E+0, 1.409125E+0
0.158724, 1.408499E+0, 1.398929E+0
0.159724, 1.408499E+0, 1.409125E+0
0.160724, 1.408499E+0, 1.398929E+0
0.161724, 1.408499E+0, 1.409125E+0
0.162724, 1.398297E+0, 1.398929E+0
0.163724, 1.408499E+0, 1.398929E+0
0.164724, 1.408499E+0, 1.409125E+0
0.165724, 1.398297E+0, 1.398929E+0
0.166724, 1.398297E+0, 1.409125E+0
0.167724, 1.408499E+0, 1.409125E+0
0.168724, 1.408499E+0, 1.398929E+0
0.169724, 1.408499E+0, 1.398929E+0
0.170724, 1.398297E+0, 1.398929E+0
0.171724, 1.398297E+0, 1.409125E+0
0.172724, 1.398297E+0, 1.398929E+0
0.173724, 1.408499E+0, 1.409125E+0
0.174724, 1.398297E+0, 1.398929E+0
0.175724, 1.408499E+0, 1.398929E+0
0.176724, 1.408499E+0, 1.409125E+0
0.177724, 1.398297E+0, 1.398929E+0
0.178724, 1.408499E+0, 1.398929E+0
0.179724, 1.408499E+0, 1.398929E+0
0.180724, 1.398297E+0, 1.398929E+0
0.181724, 1.408499E+0, 1.409125E+0
0.182724, 1.408499E+0, 1.398929E+0
0.183724, 1.408499E+0, 1.398929E+0
0.184724, 1.398297E+0, 1.398929E+0
, , 
