Time (s), Filtered Data By Channel
-0.002944, 1.705046E-3, 4.498008E-3
-0.001944, 8.122454E-3, 5.245531E-3
-0.000944, 6.224497E-3, 5.326347E-3
0.000056, 4.057288E-3, 4.086842E-3
0.001056, 6.063737E-3, 5.618041E-3
0.002056, 4.221967E-3, 3.664888E-3
0.003056, 5.896856E-3, 2.037448E-3
0.004056, 4.389373E-3, 7.947012E-3
0.005056, 5.730541E-3, 2.474348E-3
0.006056, 4.553071E-3, 7.486576E-3
0.007056, 3.085771E-3, 2.950362E-3
0.008056, 1.865654E-3, 1.648622E-3
0.009056, 8.675309E-4, 8.055200E-3
0.010056, 6.756354E-5, 2.604328E-3
0.011056, 9.213387E-3, 1.492858E-3
0.012056, 6.841412E-3, 8.050794E-3
0.013056, 3.846288E-3, 5.910006E-3
0.014056, 5.932422E-3, 4.576174E-3
0.015056, 4.020096E-3, 3.291534E-3
0.016056, 6.244945E-3, 2.227204E-3
0.017056, 4.736061E-3, 7.292022E-3
0.018056, 3.454455E-3, 3.504296E-3
0.019056, 2.377968E-3, 2.486738E-3
0.020056, 1.485691E-3, 1.649996E-3
0.021056, 7.579448E-4, 9.733690E-4
0.022056, 8.480394E-3, 8.213468E-3
0.023056, 6.091567E-3, 2.864662E-3
0.024056, 4.065759E-3, 2.082912E-3
0.025056, 2.369940E-3, 7.210683E-3
0.026056, 7.684142E-3, 4.890606E-3
0.027056, 5.971583E-3, 2.938429E-3
0.028056, 4.161545E-3, 1.320238E-3
0.029056, 6.075605E-3, 3.525132E-6
, , 
0.030056, 4.534106E-3, 1.042773E-3
0.031056, 3.217234E-3, 1.848232E-3
0.032056, 6.552016E-3, 1.109196E-2
0.033056, 4.637966E-3, 7.395551E-6
0.034056, 3.033069E-3, 7.277807E-4
0.035056, 1.706733E-3, 9.913184E-3
0.036056, 8.026697E-3, 1.205200E-3
0.037056, 6.039590E-3, 8.154629E-3
0.038056, 4.324827E-3, 5.857376E-3
0.039056, 5.721360E-3, 4.759753E-3
0.040056, 4.026228E-3, 5.068660E-3
0.041056, 6.066641E-3, 5.443429E-3
0.042056, 4.425610E-3, 4.485662E-3
0.043056, 3.047156E-3, 5.930640E-3
0.044056, 1.904664E-3, 4.562173E-3
0.045056, 9.730494E-4, 5.248200E-3
0.046056, 8.427924E-3, 3.379994E-3
0.047056, 6.165308E-3, 6.831389E-3
0.048056, 4.422857E-3, 3.377921E-3
0.049056, 3.210350E-3, 1.871671E-3
0.050056, 6.457731E-3, 6.375118E-4
0.051056, 4.208825E-3, 3.524311E-4
0.052056, 3.060785E-3, 9.775730E-3
0.053056, 6.555218E-3, 7.515519E-3
0.054056, 4.504180E-3, 3.089213E-3
0.055056, 2.778934E-3, 6.728909E-3
0.056056, 7.307664E-3, 3.814068E-3
0.057056, 5.629719E-3, 2.585327E-3
0.058056, 4.467573E-3, 7.074922E-3
0.059056, 5.805864E-3, 5.048798E-3
0.060056, 4.300434E-3, 5.325771E-3
0.061056, 3.018839E-3, 3.933553E-3
0.062056, 6.716413E-3, 5.884528E-3
, , 
0.063056, 4.770044E-3, 4.009913E-3
0.064056, 5.521826E-3, 2.430959E-3
0.065056, 4.034497E-3, 1.120334E-3
0.066056, 5.885796E-3, 5.189015E-5
0.067056, 4.551923E-3, 7.993128E-4
0.068056, 3.198841E-3, 1.456989E-3
0.069056, 2.058338E-3, 1.943605E-3
0.070056, 7.546484E-3, 2.280362E-3
0.071056, 3.176828E-3, 1.113823E-2
0.072056, 6.575733E-3, 2.572053E-4
0.073056, 4.012363E-3, 2.197028E-4
0.074056, 2.793206E-3, 9.221751E-3
0.075056, 6.885583E-3, 6.624236E-3
0.076056, 4.888321E-3, 4.241558E-3
0.077056, 3.207436E-3, 3.266854E-3
0.078056, 1.812284E-3, 2.449894E-3
0.079056, 6.737818E-4, 1.773290E-3
0.080056, 8.892254E-3, 7.430205E-3
0.081056, 6.756754E-3, 5.033621E-3
0.082056, 3.738446E-3, 5.633876E-3
0.083056, 6.193218E-3, 4.465457E-3
0.084056, 4.258136E-3, 3.461120E-3
