11/16/2017,  16:39:19.337459, 3.475241E-3, 6.296211E-4, 4.075221E-3, 7.058255E-3, 4.898654E-3, 6.160251E-3, 5.849589E-3, 3.171679E-5
11/16/2017,  16:39:19.338459, 1.048777E-2, 3.928559E-3, 3.054607E-3, 5.971073E-4, 7.346357E-3, 4.683726E-4, 6.545970E-3, 2.229345E-3
11/16/2017,  16:39:19.339459, 8.002538E-3, 5.716285E-4, 4.299374E-3, 4.105461E-3, 3.667146E-3, 2.849688E-3, 1.050262E-2, 7.078564E-3
11/16/2017,  16:39:19.340459, 5.877484E-3, 4.021770E-3, 5.722949E-3, 5.641500E-3, 2.802069E-3, 2.292740E-3, 7.933400E-3, 3.829143E-3
11/16/2017,  16:39:19.341459, 2.394000E-3, 7.980983E-3, 6.761490E-3, 3.737716E-3, 2.066409E-3, 4.682271E-3, 7.179499E-3, 5.054648E-3
11/16/2017,  16:39:19.342459, 1.777657E-3, 7.478736E-3, 3.206652E-4, 1.080854E-2, 2.879574E-3, 5.632815E-3, 4.416538E-4, 9.399138E-3
11/16/2017,  16:39:19.343459, 1.252750E-3, 5.307220E-3, 2.895995E-5, 7.878439E-4, 1.973027E-3, 2.017310E-3, 1.599325E-4, 4.385285E-3
11/16/2017,  16:39:19.344459, 3.502628E-3, 1.305147E-3, 6.180790E-3, 1.034888E-2, 9.530420E-4, 5.002826E-3, 7.996170E-3, 9.608144E-3
11/16/2017,  16:39:19.345459, 1.860596E-3, 2.627480E-3, 1.342066E-2, 5.884087E-3, 5.615951E-3, 9.637703E-4, 8.143541E-3, 1.932949E-3
11/16/2017,  16:39:19.346459, 1.324823E-3, 3.081073E-3, 5.338376E-3, 6.524306E-3, 7.255538E-3, 5.221666E-3, 4.356473E-3, 3.749571E-3
11/16/2017,  16:39:19.347459, 1.283288E-3, 1.517772E-3, 2.908532E-3, 8.437197E-3, 1.087852E-3, 1.564250E-3, 2.839633E-3, 1.260175E-3
11/16/2017,  16:39:19.348459, 1.206689E-3, 1.041567E-2, 2.263991E-3, 7.103328E-3, 3.792896E-3, 1.164179E-3, 5.099339E-3, 1.457805E-2
11/16/2017,  16:39:19.349459, 2.938868E-3, 8.487544E-4, 3.876129E-3, 1.011099E-2, 1.507780E-3, 3.374544E-3, 1.990039E-3, 2.379885E-3
11/16/2017,  16:39:19.350459, 2.434028E-3, 2.415625E-3, 3.771645E-3, 8.215329E-3, 5.572627E-3, 2.137420E-3, 8.315584E-3, 9.262399E-3
11/16/2017,  16:39:19.351459, 6.206484E-3, 9.204977E-4, 1.701555E-3, 3.768341E-3, 2.567064E-3, 1.056766E-3, 1.701686E-3, 6.542487E-3
11/16/2017,  16:39:19.352459, 4.306300E-3, 1.162391E-3, 9.540025E-3, 4.705940E-3, 3.988571E-3, 3.115994E-3, 9.786384E-3, 1.041412E-2
11/16/2017,  16:39:19.353459, 7.727325E-3, 3.478853E-3, 2.272525E-3, 2.977003E-3, 8.160235E-3, 5.575457E-4, 4.310084E-3, 1.635832E-3
11/16/2017,  16:39:19.354459, 3.391255E-3, 1.460633E-3, 7.609678E-5, 1.141148E-2, 5.105788E-3, 1.085526E-3, 7.783603E-4, 8.135149E-3
11/16/2017,  16:39:19.355459, 4.819272E-4, 8.024442E-3, 6.035715E-3, 4.646352E-3, 7.144101E-4, 3.641055E-3, 6.503442E-3, 6.946597E-3
11/16/2017,  16:39:19.356459, 3.772808E-3, 6.152494E-4, 1.160910E-2, 5.623280E-3, 4.872053E-3, 9.689546E-3, 7.014016E-3, 8.454548E-3
11/16/2017,  16:39:19.357459, 1.061900E-2, 1.818623E-3, 2.083092E-3, 4.131175E-3, 1.184301E-2, 4.996048E-3, 1.402634E-3, 2.355572E-4
11/16/2017,  16:39:19.358459, 5.376913E-3, 5.633593E-3, 1.194363E-2, 1.461267E-3, 4.796511E-3, 7.862067E-3, 1.031141E-2, 4.331278E-3
11/16/2017,  16:39:19.359459, 4.924022E-3, 7.017654E-3, 2.249747E-3, 5.365390E-3, 7.225434E-3, 5.576156E-3, 3.122994E-3, 5.273096E-3
