89.701666, 11/16/2017, 17:27:41.560
89.298668, 11/16/2017, 17:27:41.659
89.294485, 11/16/2017, 17:27:41.689
89.294485, 11/16/2017, 17:27:41.719
88.555830, 11/16/2017, 17:27:41.749
88.555830, 11/16/2017, 17:27:41.780
88.830161, 11/16/2017, 17:27:41.810
93.203385, 11/16/2017, 17:27:41.840
93.203385, 11/16/2017, 17:27:41.870
92.257249, 11/16/2017, 17:27:41.900
92.257249, 11/16/2017, 17:27:41.930
94.055692, 11/16/2017, 17:27:41.960
92.862401, 11/16/2017, 17:27:41.990
91.704405, 11/16/2017, 17:27:42.020
