waveform	[0]	[1]	[2]	[3]	[4]	[5]	[6]	[7]
t0	9/7/2017  18:09:29.841568	9/7/2017  18:09:29.841568	9/7/2017  18:09:29.841568	9/7/2017  18:09:29.841568	9/7/2017  18:09:29.841568	9/7/2017  18:09:29.841568	9/7/2017  18:09:29.841568	9/7/2017  18:09:29.841568
delta t	0.000500	0.000500	0.000500	0.000500	0.000500	0.000500	0.000500	0.000500

time	Y[0]	Y[1]	Y[2]	Y[3]	Y[4]	Y[5]	Y[6]	Y[7]
9/7/2017  18:09:29.825606	2.070041E-2	1.283077E-2	2.047117E-2	1.514966E-1	2.074559E-2	2.080771E-2	2.063620E-2	2.049748E-2
9/7/2017  18:09:29.826106	1.353717E-1	8.398674E-2	1.342476E-1	9.921013E-1	1.356670E-1	1.361874E-1	1.352151E-1	1.342690E-1
9/7/2017  18:09:29.826606	4.078231E-1	2.531397E-1	4.055750E-1	2.992882E+0	4.087877E-1	4.104945E-1	4.080939E-1	4.053704E-1
9/7/2017  18:09:29.827106	7.631652E-1	4.735548E-1	7.607820E-1	5.606552E+0	7.650962E-1	7.680974E-1	7.647293E-1	7.603520E-1
9/7/2017  18:09:29.827606	1.009793E+0	6.257522E-1	1.008126E+0	7.421712E+0	1.011963E+0	1.015339E+0	1.012555E+0	1.008095E+0
9/7/2017  18:09:29.828106	1.014422E+0	6.270510E-1	1.012974E+0	7.453092E+0	1.014853E+0	1.017939E+0	1.017212E+0	1.013988E+0
9/7/2017  18:09:29.828606	8.037306E-1	4.947738E-1	8.018050E-1	5.898085E+0	8.009585E-1	8.037995E-1	8.056315E-1	8.038450E-1
9/7/2017  18:09:29.829106	5.112425E-1	3.125547E-1	5.092064E-1	3.743904E+0	5.060924E-1	5.083788E-1	5.119881E-1	5.114416E-1
9/7/2017  18:09:29.829606	2.642961E-1	1.600974E-1	2.634071E-1	1.930815E+0	2.591879E-1	2.602937E-1	2.639546E-1	2.644343E-1
9/7/2017  18:09:29.830106	1.132378E-1	6.872626E-2	1.145986E-1	8.295048E-1	1.102995E-1	1.101061E-1	1.120797E-1	1.135310E-1
9/7/2017  18:09:29.830606	3.516169E-2	2.293419E-2	3.837706E-2	2.658024E-1	3.506014E-2	3.405663E-2	3.324159E-2	3.573074E-2
9/7/2017  18:09:29.831106	1.978899E-2	9.810214E-3	1.671492E-2	1.347351E-1	1.816653E-2	1.905301E-2	2.238192E-2	1.954046E-2
9/7/2017  18:09:29.831606	8.629721E-2	5.143311E-2	8.531557E-2	6.278523E-1	8.487642E-2	8.501956E-2	8.882613E-2	8.703533E-2
9/7/2017  18:09:29.832106	1.694018E-1	1.042987E-1	1.710391E-1	1.244467E+0	1.689945E-1	1.689201E-1	1.712148E-1	1.710751E-1
9/7/2017  18:09:29.832606	2.546557E-1	1.582299E-1	2.578475E-1	1.871962E+0	2.544191E-1	2.550182E-1	2.556770E-1	2.563908E-1
9/7/2017  18:09:29.833106	3.261340E-1	2.025612E-1	3.289344E-1	2.391408E+0	3.249904E-1	3.261340E-1	3.263374E-1	3.266753E-1
