waveform	Voltage_0 (Filtered)	Voltage_1 (Filtered)	Voltage_2 (Filtered)	Voltage_3 (Filtered)	Voltage_4 (Filtered)	Voltage_5 (Filtered)	Voltage_6 (Filtered)	Voltage_7 (Filtered)
t0	9/5/2017  17:13:11.992342	9/5/2017  17:13:11.992363	9/5/2017  17:13:11.992383	9/5/2017  17:13:11.992404	9/5/2017  17:13:11.992425	9/5/2017  17:13:11.992446	9/5/2017  17:13:11.992467	9/5/2017  17:13:11.992488
delta t	0.000500	0.000500	0.000500	0.000500	0.000500	0.000500	0.000500	0.000500

time	Voltage_0 (Filtered)	Voltage_1 (Filtered)	Voltage_2 (Filtered)	Voltage_3 (Filtered)	Voltage_4 (Filtered)	Voltage_5 (Filtered)	Voltage_6 (Filtered)	Voltage_7 (Filtered)
9/5/2017  17:13:11.992342	2.077579E-2	6.840409E-5	2.039569E-2	1.514966E-1	2.059436E-2	2.076999E-2	2.063620E-2	2.072379E-2
9/5/2017  17:13:11.992842	1.360538E-1	3.348052E-4	1.338288E-1	9.919880E-1	1.347523E-1	1.362044E-1	1.355167E-1	1.359773E-1
9/5/2017  17:13:11.993342	4.105842E-1	7.990703E-4	4.046158E-1	2.992291E+0	4.064462E-1	4.114406E-1	4.098429E-1	4.109464E-1
9/5/2017  17:13:11.993842	7.695487E-1	1.380734E-3	7.600660E-1	5.604851E+0	7.618689E-1	7.715952E-1	7.694333E-1	7.708438E-1
9/5/2017  17:13:11.994342	1.018815E+0	1.939828E-3	1.010417E+0	7.417046E+0	1.009746E+0	1.021987E+0	1.020620E+0	1.021155E+0
9/5/2017  17:13:11.994842	1.022039E+0	2.144496E-3	1.022321E+0	7.441269E+0	1.015461E+0	1.026116E+0	1.027615E+0	1.026207E+0
9/5/2017  17:13:11.995342	8.070759E-1	1.841876E-3	8.197281E-1	5.875575E+0	8.051026E-1	8.114244E-1	8.169222E-1	8.136278E-1
9/5/2017  17:13:11.995842	5.131597E-1	1.147156E-3	5.312651E-1	3.712456E+0	5.139022E-1	5.159348E-1	5.233281E-1	5.192197E-1
9/5/2017  17:13:11.996342	2.722589E-1	1.869355E-4	2.819779E-1	1.895199E+0	2.711515E-1	2.717600E-1	2.763922E-1	2.734407E-1
9/5/2017  17:13:11.996842	1.328816E-1	6.887960E-4	1.255926E-1	7.927009E-1	1.260356E-1	1.295383E-1	1.285177E-1	1.284892E-1
9/5/2017  17:13:11.997342	6.439068E-2	1.165585E-3	4.362198E-2	2.307696E-1	5.116402E-2	5.996863E-2	5.487678E-2	5.705270E-2
9/5/2017  17:13:11.997842	1.021531E-2	1.354598E-3	1.318834E-2	1.626716E-1	6.218260E-3	5.585452E-3	4.392906E-4	2.373145E-3
9/5/2017  17:13:11.998342	6.449217E-2	1.422181E-3	8.151636E-2	6.435131E-1	7.905110E-2	6.969509E-2	7.220788E-2	7.158573E-2
9/5/2017  17:13:11.998842	1.607041E-1	1.351865E-3	1.677337E-1	1.244887E+0	1.694491E-1	1.661723E-1	1.660304E-1	1.661868E-1
9/5/2017  17:13:11.999342	2.600541E-1	9.904390E-4	2.570970E-1	1.856865E+0	2.614155E-1	2.639034E-1	2.623268E-1	2.631140E-1
9/5/2017  17:13:11.999842	3.435518E-1	3.598421E-4	3.329248E-1	2.364323E+0	3.372415E-1	3.440095E-1	3.423675E-1	3.443596E-1
9/5/2017  17:13:12.000342	4.028644E-1	8.469601E-5	3.884948E-1	2.726850E+0	3.890662E-1	3.997842E-1	3.995936E-1	4.027402E-1
9/5/2017  17:13:12.000842	4.414929E-1	1.838696E-6	4.270930E-1	2.972845E+0	4.216556E-1	4.361380E-1	4.385936E-1	4.414644E-1
9/5/2017  17:13:12.001342	4.688696E-1	6.030517E-4	4.562352E-1	3.152802E+0	4.450999E-1	4.622513E-1	4.679320E-1	4.688630E-1
9/5/2017  17:13:12.001842	4.933329E-1	1.377380E-3	4.822191E-1	3.302187E+0	4.658800E-1	4.849379E-1	4.940118E-1	4.928581E-1
9/5/2017  17:13:12.002342	5.160790E-1	1.484037E-3	5.063407E-1	3.430327E+0	4.849425E-1	5.064300E-1	5.178540E-1	5.160380E-1
9/5/2017  17:13:12.002842	5.310871E-1	5.907366E-4	5.240660E-1	3.528422E+0	5.002272E-1	5.241864E-1	5.346611E-1	5.342087E-1
9/5/2017  17:13:12.003342	5.336438E-1	3.581702E-4	5.301541E-1	3.584441E+0	5.085149E-1	5.329086E-1	5.381087E-1	5.405185E-1
9/5/2017  17:13:12.003842	5.251111E-1	3.970635E-4	5.245454E-1	3.593767E+0	5.078291E-1	5.293701E-1	5.270593E-1	5.315374E-1
9/5/2017  17:13:12.004342	5.097527E-1	3.487398E-4	5.113537E-1	3.560837E+0	4.998856E-1	5.156060E-1	5.073343E-1	5.108714E-1
9/5/2017  17:13:12.004842	4.931090E-1	8.967434E-4	4.950430E-1	3.494497E+0	4.879253E-1	4.971914E-1	4.868793E-1	4.872891E-1
9/5/2017  17:13:12.005342	4.788844E-1	4.406387E-4	4.777967E-1	3.402593E+0	4.731221E-1	4.783131E-1	4.694879E-1	4.675000E-1
9/5/2017  17:13:12.005842	4.641720E-1	6.919542E-4	4.581062E-1	3.289464E+0	4.550931E-1	4.585519E-1	4.526574E-1	4.505608E-1
9/5/2017  17:13:12.006342	4.434206E-1	1.465765E-3	4.336108E-1	3.156654E+0	4.333002E-1	4.348477E-1	4.316195E-1	4.307763E-1
9/5/2017  17:13:12.006842	4.152066E-1	1.214154E-3	4.043691E-1	3.004968E+0	4.073220E-1	4.058962E-1	4.048103E-1	4.050699E-1
9/5/2017  17:13:12.007342	3.817297E-1	2.367407E-4	3.720387E-1	2.836059E+0	3.779099E-1	3.742014E-1	3.746535E-1	3.754562E-1
9/5/2017  17:13:12.007842	3.453562E-1	5.576892E-4	3.389311E-1	2.652713E+0	3.475351E-1	3.438410E-1	3.444297E-1	3.455063E-1
9/5/2017  17:13:12.008342	3.083098E-1	9.184116E-4	3.077513E-1	2.458355E+0	3.189938E-1	3.160943E-1	3.151969E-1	3.161853E-1
9/5/2017  17:13:12.008842	2.736362E-1	1.300836E-3	2.797126E-1	2.256360E+0	2.929758E-1	2.886128E-1	2.855233E-1	2.855718E-1
9/5/2017  17:13:12.009342	2.431682E-1	1.770585E-3	2.532337E-1	2.048890E+0	2.674311E-1	2.591847E-1	2.542665E-1	2.525535E-1
9/5/2017  17:13:12.009842	2.156392E-1	1.955122E-3	2.251636E-1	1.837457E+0	2.400289E-1	2.281209E-1	2.224291E-1	2.192518E-1
9/5/2017  17:13:12.010342	1.882823E-1	1.528951E-3	1.937441E-1	1.624649E+0	2.099426E-1	1.965800E-1	1.916613E-1	1.884579E-1
9/5/2017  17:13:12.010842	1.590460E-1	6.041973E-4	1.608516E-1	1.411846E+0	1.776500E-1	1.649376E-1	1.621371E-1	1.597303E-1
9/5/2017  17:13:12.011342	1.282702E-1	1.253503E-4	1.295991E-1	1.198385E+0	1.444755E-1	1.332484E-1	1.324298E-1	1.302692E-1
9/5/2017  17:13:12.011842	9.843249E-2	1.145754E-4	1.005350E-1	9.860203E-1	1.115774E-1	1.014265E-1	1.012394E-1	9.907586E-2
9/5/2017  17:13:12.012342	7.136932E-2	4.506687E-4	7.292224E-2	7.773352E-1	8.007500E-2	6.951001E-2	6.896084E-2	6.729955E-2
9/5/2017  17:13:12.012842	4.633874E-2	8.486043E-4	4.712170E-2	5.699327E-1	5.221904E-2	3.910893E-2	3.763381E-2	3.563734E-2
9/5/2017  17:13:12.013342	2.015789E-2	4.508119E-4	2.309987E-2	3.604398E-1	2.923538E-2	1.266177E-2	9.752079E-3	4.930988E-3
9/5/2017  17:13:12.013842	9.512195E-3	6.334438E-4	8.639130E-4	1.519324E-1	8.454123E-3	9.558895E-3	1.373521E-2	2.244359E-2
9/5/2017  17:13:12.014342	4.042191E-2	1.769835E-3	2.594110E-2	4.934759E-2	1.396659E-2	2.951526E-2	3.400121E-2	4.440567E-2
9/5/2017  17:13:12.014842	6.748646E-2	2.360032E-3	5.054494E-2	2.413447E-1	3.845774E-2	4.881878E-2	5.223704E-2	6.099931E-2
9/5/2017  17:13:12.015342	8.695408E-2	2.200055E-3	7.194934E-2	4.254445E-1	6.243580E-2	6.758632E-2	6.860458E-2	7.412073E-2
9/5/2017  17:13:12.015842	9.887060E-2	1.536964E-3	8.941549E-2	6.012951E-1	8.389873E-2	8.498608E-2	8.294369E-2	8.593913E-2
9/5/2017  17:13:12.016342	1.072216E-1	6.060887E-4	1.041343E-1	7.665809E-1	1.025304E-1	1.001206E-1	9.525209E-2	9.765892E-2
9/5/2017  17:13:12.016842	1.163743E-1	2.860879E-4	1.169374E-1	9.210022E-1	1.183631E-1	1.128210E-1	1.061823E-1	1.097131E-1
9/5/2017  17:13:12.017342	1.277154E-1	6.220053E-4	1.281676E-1	1.066518E+0	1.322225E-1	1.242943E-1	1.171904E-1	1.217552E-1
9/5/2017  17:13:12.017842	1.395748E-1	2.421351E-4	1.385675E-1	1.202975E+0	1.461471E-1	1.362559E-1	1.295122E-1	1.326511E-1
9/5/2017  17:13:12.018342	1.491442E-1	5.676953E-4	1.482575E-1	1.326363E+0	1.608032E-1	1.485863E-1	1.425229E-1	1.410349E-1
9/5/2017  17:13:12.018842	1.557867E-1	1.143305E-3	1.568399E-1	1.432415E+0	1.745467E-1	1.601278E-1	1.546789E-1	1.468412E-1
9/5/2017  17:13:12.019342	1.619354E-1	7.401854E-4	1.651830E-1	1.520547E+0	1.860462E-1	1.714286E-1	1.661544E-1	1.534380E-1
9/5/2017  17:13:12.019842	1.695477E-1	5.413743E-4	1.744897E-1	1.593911E+0	1.953603E-1	1.830234E-1	1.775695E-1	1.647161E-1
9/5/2017  17:13:12.020342	1.778204E-1	1.839459E-3	1.845657E-1	1.656602E+0	2.027706E-1	1.933684E-1	1.880965E-1	1.797750E-1
9/5/2017  17:13:12.020842	1.856343E-1	2.400667E-3	1.945601E-1	1.711085E+0	2.091350E-1	2.016528E-1	1.972416E-1	1.946439E-1
9/5/2017  17:13:12.021342	1.940686E-1	2.004298E-3	2.041606E-1	1.757563E+0	2.162819E-1	2.093357E-1	2.059130E-1	2.072090E-1
9/5/2017  17:13:12.021842	2.054965E-1	9.255308E-4	2.144683E-1	1.794979E+0	2.254056E-1	2.180512E-1	2.158704E-1	2.184337E-1
9/5/2017  17:13:12.022342	2.212015E-1	2.853458E-4	2.274240E-1	1.822372E+0	2.363438E-1	2.289670E-1	2.288559E-1	2.307511E-1
9/5/2017  17:13:12.022842	2.392059E-1	9.319220E-4	2.428683E-1	1.839601E+0	2.477457E-1	2.425456E-1	2.443531E-1	2.449530E-1
9/5/2017  17:13:12.023342	2.545065E-1	8.294112E-4	2.571828E-1	1.847269E+0	2.568133E-1	2.562628E-1	2.586092E-1	2.582898E-1
9/5/2017  17:13:12.023842	2.629071E-1	5.979490E-4	2.661751E-1	1.846221E+0	2.607959E-1	2.652274E-1	2.674165E-1	2.666550E-1
9/5/2017  17:13:12.024342	2.644847E-1	7.001631E-4	2.688608E-1	1.837021E+0	2.598506E-1	2.673576E-1	2.698887E-1	2.689893E-1
9/5/2017  17:13:12.024842	2.628307E-1	9.956494E-4	2.671235E-1	1.819769E+0	2.569465E-1	2.654116E-1	2.684635E-1	2.681831E-1
9/5/2017  17:13:12.025342	2.613339E-1	1.024318E-3	2.630826E-1	1.794713E+0	2.539576E-1	2.626300E-1	2.653148E-1	2.664610E-1
