Time (s), Raw Data By Channel
0.027575, 1.408499E+0, 1.409125E+0
0.028575, 1.408499E+0, 1.398929E+0
0.029575, 1.408499E+0, 1.409125E+0
0.030575, 1.408499E+0, 1.398929E+0
0.031575, 1.408499E+0, 1.409125E+0
0.032575, 1.408499E+0, 1.398929E+0
0.033575, 1.408499E+0, 1.409125E+0
0.034575, 1.398297E+0, 1.409125E+0
0.035575, 1.408499E+0, 1.398929E+0
0.036575, 1.398297E+0, 1.398929E+0
0.037575, 1.398297E+0, 1.409125E+0
0.038575, 1.398297E+0, 1.398929E+0
0.039575, 1.408499E+0, 1.398929E+0
0.040575, 1.408499E+0, 1.409125E+0
0.041575, 1.398297E+0, 1.398929E+0
0.042575, 1.408499E+0, 1.409125E+0
0.043575, 1.408499E+0, 1.409125E+0
0.044575, 1.408499E+0, 1.409125E+0
0.045575, 1.408499E+0, 1.398929E+0
0.046575, 1.398297E+0, 1.398929E+0
0.047575, 1.408499E+0, 1.398929E+0
0.048575, 1.398297E+0, 1.398929E+0
0.049575, 1.408499E+0, 1.409125E+0
0.050575, 1.398297E+0, 1.409125E+0
0.051575, 1.398297E+0, 1.398929E+0
0.052575, 1.398297E+0, 1.398929E+0
0.053575, 1.408499E+0, 1.409125E+0
0.054575, 1.408499E+0, 1.398929E+0
0.055575, 1.408499E+0, 1.409125E+0
0.056575, 1.408499E+0, 1.409125E+0
0.057575, 1.398297E+0, 1.398929E+0
0.058575, 1.408499E+0, 1.398929E+0
0.059575, 1.408499E+0, 1.409125E+0
, , 
0.060575, 1.408499E+0, 1.409125E+0
0.061575, 1.408499E+0, 1.409125E+0
0.062575, 1.408499E+0, 1.409125E+0
0.063575, 1.398297E+0, 1.398929E+0
0.064575, 1.398297E+0, 1.398929E+0
0.065575, 1.408499E+0, 1.398929E+0
0.066575, 1.408499E+0, 1.409125E+0
0.067575, 1.408499E+0, 1.398929E+0
0.068575, 1.408499E+0, 1.409125E+0
0.069575, 1.398297E+0, 1.398929E+0
0.070575, 1.398297E+0, 1.398929E+0
0.071575, 1.408499E+0, 1.398929E+0
0.072575, 1.408499E+0, 1.409125E+0
0.073575, 1.398297E+0, 1.398929E+0
0.074575, 1.408499E+0, 1.409125E+0
0.075575, 1.398297E+0, 1.398929E+0
0.076575, 1.398297E+0, 1.398929E+0
0.077575, 1.408499E+0, 1.409125E+0
0.078575, 1.408499E+0, 1.409125E+0
0.079575, 1.398297E+0, 1.409125E+0
0.080575, 1.408499E+0, 1.398929E+0
0.081575, 1.408499E+0, 1.398929E+0
0.082575, 1.408499E+0, 1.398929E+0
0.083575, 1.398297E+0, 1.398929E+0
0.084575, 1.398297E+0, 1.398929E+0
0.085575, 1.408499E+0, 1.398929E+0
0.086575, 1.408499E+0, 1.409125E+0
0.087575, 1.408499E+0, 1.409125E+0
0.088575, 1.398297E+0, 1.409125E+0
0.089575, 1.398297E+0, 1.409125E+0
0.090575, 1.398297E+0, 1.409125E+0
0.091575, 1.408499E+0, 1.409125E+0
0.092575, 1.398297E+0, 1.398929E+0
, , 
0.093575, 1.398297E+0, 1.398929E+0
0.094575, 1.398297E+0, 1.398929E+0
0.095575, 1.408499E+0, 1.409125E+0
0.096575, 1.408499E+0, 1.409125E+0
0.097575, 1.408499E+0, 1.409125E+0
0.098575, 1.408499E+0, 1.409125E+0
0.099575, 1.408499E+0, 1.409125E+0
0.100575, 1.398297E+0, 1.409125E+0
0.101575, 1.408499E+0, 1.409125E+0
0.102575, 1.398297E+0, 1.398929E+0
0.103575, 1.408499E+0, 1.409125E+0
0.104575, 1.398297E+0, 1.398929E+0
0.105575, 1.408499E+0, 1.398929E+0
0.106575, 1.408499E+0, 1.398929E+0
0.107575, 1.408499E+0, 1.409125E+0
0.108575, 1.398297E+0, 1.409125E+0
0.109575, 1.398297E+0, 1.409125E+0
0.110575, 1.408499E+0, 1.398929E+0
0.111575, 1.408499E+0, 1.398929E+0
0.112575, 1.398297E+0, 1.398929E+0
0.113575, 1.408499E+0, 1.398929E+0
0.114575, 1.408499E+0, 1.398929E+0
0.115575, 1.408499E+0, 1.398929E+0
0.116575, 1.398297E+0, 1.398929E+0
0.117575, 1.408499E+0, 1.398929E+0
0.118575, 1.398297E+0, 1.409125E+0
0.119575, 1.398297E+0, 1.398929E+0
0.120575, 1.408499E+0, 1.398929E+0
0.121575, 1.398297E+0, 1.409125E+0
0.122575, 1.408499E+0, 1.398929E+0
0.123575, 1.398297E+0, 1.398929E+0
0.124575, 1.408499E+0, 1.409125E+0
0.125575, 1.398297E+0, 1.409125E+0
, , 
0.126575, 1.408499E+0, 1.409125E+0
0.127575, 1.408499E+0, 1.398929E+0
0.128575, 1.408499E+0, 1.398929E+0
0.129575, 1.398297E+0, 1.398929E+0
0.130575, 1.408499E+0, 1.409125E+0
0.131575, 1.398297E+0, 1.398929E+0
0.132575, 1.398297E+0, 1.409125E+0
0.133575, 1.408499E+0, 1.409125E+0
0.134575, 1.408499E+0, 1.409125E+0
0.135575, 1.408499E+0, 1.409125E+0
0.136575, 1.408499E+0, 1.409125E+0
0.137575, 1.398297E+0, 1.398929E+0
0.138575, 1.408499E+0, 1.398929E+0
0.139575, 1.408499E+0, 1.398929E+0
0.140575, 1.408499E+0, 1.409125E+0
0.141575, 1.408499E+0, 1.409125E+0
0.142575, 1.398297E+0, 1.398929E+0
0.143575, 1.398297E+0, 1.398929E+0
0.144575, 1.408499E+0, 1.409125E+0
0.145575, 1.398297E+0, 1.398929E+0
0.146575, 1.408499E+0, 1.398929E+0
0.147575, 1.408499E+0, 1.409125E+0
0.148575, 1.408499E+0, 1.398929E+0
0.149575, 1.398297E+0, 1.398929E+0
0.150575, 1.408499E+0, 1.409125E+0
0.151575, 1.398297E+0, 1.409125E+0
0.152575, 1.408499E+0, 1.398929E+0
0.153575, 1.398297E+0, 1.398929E+0
0.154575, 1.398297E+0, 1.398929E+0
0.155575, 1.398297E+0, 1.398929E+0
0.156575, 1.408499E+0, 1.409125E+0
0.157575, 1.408499E+0, 1.398929E+0
0.158575, 1.408499E+0, 1.409125E+0
, , 
0.159575, 1.398297E+0, 1.409125E+0
0.160575, 1.408499E+0, 1.398929E+0
0.161575, 1.398297E+0, 1.398929E+0
0.162575, 1.398297E+0, 1.398929E+0
0.163575, 1.408499E+0, 1.409125E+0
0.164575, 1.398297E+0, 1.398929E+0
0.165575, 1.408499E+0, 1.409125E+0
0.166575, 1.398297E+0, 1.398929E+0
0.167575, 1.408499E+0, 1.398929E+0
0.168575, 1.408499E+0, 1.409125E+0
0.169575, 1.408499E+0, 1.398929E+0
0.170575, 1.408499E+0, 1.409125E+0
0.171575, 1.398297E+0, 1.409125E+0
0.172575, 1.408499E+0, 1.409125E+0
0.173575, 1.408499E+0, 1.398929E+0
