Time (s), Filtered Data By Channel
0.034594, 8.958668E-3, 4.369974E-3
0.035594, 6.847482E-3, 2.995022E-3
0.036594, 5.033306E-3, 1.824724E-3
0.037594, 3.489862E-3, 7.809207E-3
0.038594, 2.192131E-3, 5.781424E-3
0.039594, 1.116336E-3, 4.576746E-3
0.040594, 8.416720E-3, 3.155843E-3
0.041594, 6.273321E-3, 1.952825E-3
0.042594, 4.209008E-3, 9.484805E-4
0.043594, 5.752333E-3, 8.526752E-3
0.044594, 4.656157E-3, 6.348642E-3
0.045594, 3.283732E-3, 4.150539E-3
0.046594, 2.132012E-3, 5.790503E-3
0.047594, 7.477494E-3, 4.617641E-3
0.048594, 5.410414E-3, 3.246997E-3
0.049594, 4.996329E-3, 2.093084E-3
0.050594, 5.039313E-3, 1.135466E-3
0.051594, 3.359992E-3, 8.296428E-3
0.052594, 1.960964E-3, 6.079179E-3
0.053594, 7.842377E-3, 4.196739E-3
0.054594, 5.921506E-3, 2.617789E-3
0.055594, 4.381081E-3, 7.338468E-3
0.056594, 5.721948E-3, 3.092835E-3
0.057594, 4.078226E-3, 6.874316E-3
0.058594, 5.968969E-3, 5.108726E-3
0.059594, 4.288185E-3, 3.602841E-3
0.060594, 5.780691E-3, 2.333293E-3
0.061594, 4.547390E-3, 1.277757E-3
0.062594, 3.118103E-3, 8.236095E-3
0.063594, 6.726921E-3, 2.564584E-3
0.064594, 4.857563E-3, 1.552328E-3
0.065594, 3.271406E-3, 7.233725E-4
0.066594, 6.714098E-3, 5.818416E-5
, , 
0.067594, 3.688018E-3, 4.616812E-4
0.068594, 6.331565E-3, 9.504633E-3
0.069594, 4.618097E-3, 6.944936E-3
0.070594, 3.169373E-3, 3.886960E-3
0.071594, 1.959903E-3, 5.768129E-3
0.072594, 7.691120E-3, 3.769492E-3
0.073594, 5.651483E-3, 6.550521E-3
0.074594, 3.916768E-3, 5.081844E-3
0.075594, 2.459178E-3, 4.829839E-3
0.076594, 1.252182E-3, 5.589428E-3
0.077594, 2.705173E-4, 4.437833E-3
0.078594, 9.166447E-3, 2.772438E-3
0.079594, 6.926356E-3, 1.399407E-3
0.080594, 3.651990E-3, 8.362552E-3
0.081594, 2.441473E-3, 6.400066E-3
0.082594, 1.442838E-3, 3.944577E-3
0.083594, 6.335092E-4, 6.099102E-3
0.084594, 7.781884E-6, 4.401140E-3
0.085594, 9.157659E-3, 5.695928E-3
0.086594, 6.679759E-3, 4.072422E-3
0.087594, 4.565547E-3, 2.716041E-3
0.088594, 5.873507E-3, 1.599233E-3
0.089594, 4.512927E-3, 7.955020E-3
0.090594, 5.300631E-3, 5.829109E-3
0.091594, 5.224416E-3, 4.638859E-3
0.092594, 4.716625E-3, 3.333558E-3
0.093594, 2.964409E-3, 6.404110E-3
0.094594, 7.144465E-3, 4.455547E-3
0.095594, 3.171769E-3, 2.809011E-3
0.096594, 6.901125E-3, 1.437027E-3
0.097594, 3.443640E-3, 8.337792E-3
0.098594, 2.048914E-3, 2.252445E-3
0.099594, 7.746403E-3, 1.075449E-3
, , 
0.100594, 5.814816E-3, 1.227754E-4
0.101594, 4.156402E-3, 6.296263E-4
0.102594, 2.747619E-3, 9.855591E-3
0.103594, 7.090726E-3, 1.216441E-3
0.104594, 5.225117E-3, 8.193104E-3
0.105594, 3.650144E-3, 2.704237E-3
0.106594, 2.337304E-3, 1.780012E-3
0.107594, 7.397026E-3, 1.029703E-3
0.108594, 3.233405E-3, 4.332515E-4
0.109594, 2.075556E-3, 8.679157E-3
0.110594, 1.129073E-3, 2.468061E-3
0.111594, 8.286198E-3, 1.750379E-3
0.112594, 2.619410E-3, 1.167140E-3
0.113594, 1.696210E-3, 7.020583E-4
0.114594, 9.471292E-4, 8.311008E-3
0.115594, 3.518702E-4, 5.743982E-3
0.116594, 8.765138E-3, 3.575983E-3
0.117594, 6.266418E-3, 6.880318E-3
0.118594, 4.514371E-3, 3.133358E-3
0.119594, 3.455238E-3, 7.175607E-3
0.120594, 2.562003E-3, 2.968467E-3
0.121594, 6.839583E-3, 1.424641E-3
0.122594, 4.045765E-3, 1.762383E-4
0.123594, 5.582984E-3, 9.459650E-3
0.124594, 5.093781E-3, 1.279875E-3
0.125594, 3.931305E-3, 2.580558E-4
0.126594, 2.937055E-3, 5.375056E-4
0.127594, 2.094869E-3, 9.785364E-3
0.128594, 7.267107E-3, 7.369266E-3
0.129594, 5.008091E-3, 3.371525E-3
0.130594, 3.115509E-3, 2.320731E-3
0.131594, 7.102820E-3, 7.181484E-3
0.132594, 5.525679E-3, 3.634010E-3
, , 
0.133594, 4.497420E-3, 2.636650E-3
0.134594, 5.827566E-3, 1.820137E-3
0.135594, 4.354668E-3, 1.162941E-3
0.136594, 3.089881E-3, 6.451031E-4
0.137594, 2.015344E-3, 8.402858E-3
0.138594, 7.542695E-3, 2.795170E-3
0.139594, 5.445529E-3, 2.115355E-3
0.140594, 4.973856E-3, 1.557869E-3
0.141594, 5.063039E-3, 7.543690E-3
0.142594, 3.395692E-3, 5.061397E-3
0.143594, 6.640110E-3, 5.676626E-3
0.144594, 4.919741E-3, 4.564658E-3
0.145594, 3.445929E-3, 5.047199E-3
0.146594, 6.459079E-3, 5.619470E-3
0.147594, 4.660515E-3, 4.208356E-3
0.148594, 5.504769E-3, 2.387073E-3
0.149594, 3.911156E-3, 8.973511E-4
0.150594, 2.560459E-3, 8.946351E-3
0.151594, 1.430754E-3, 1.616271E-3
0.152594, 8.155623E-3, 4.459099E-4
0.153594, 6.063707E-3, 4.723244E-4
0.154594, 4.369965E-3, 9.819411E-3
0.155594, 3.020208E-3, 7.481442E-3
0.156594, 6.767272E-3, 3.200058E-3
0.157594, 3.797959E-3, 6.544410E-3
0.158594, 2.566552E-3, 4.583693E-3
0.159594, 1.541383E-3, 5.741060E-3
0.160594, 7.954912E-3, 4.311737E-3
0.161594, 2.869720E-3, 3.117761E-3
0.162594, 6.789066E-3, 6.517607E-3
0.163594, 4.771657E-3, 4.174703E-3
0.164594, 3.071103E-3, 5.587006E-3
0.165594, 1.657299E-3, 3.667134E-3
, , 
0.166594, 8.155042E-3, 6.597380E-3
0.167594, 6.238035E-3, 5.092375E-3
0.168594, 4.591432E-3, 3.810948E-3
0.169594, 5.465219E-3, 2.730791E-3
0.170594, 4.857059E-3, 6.820057E-3
0.171594, 5.249137E-3, 3.931907E-3
0.172594, 3.627251E-3, 2.860121E-3
0.173594, 6.383275E-3, 1.961911E-3
0.174594, 4.654459E-3, 1.218987E-3
0.175594, 3.185968E-3, 6.142491E-4
0.176594, 1.953935E-3, 1.317501E-4
0.177594, 9.355930E-4, 8.894393E-3
0.178594, 8.547374E-3, 2.315127E-3
0.179594, 6.360472E-3, 7.011772E-3
0.180594, 4.159455E-3, 4.730484E-3
0.181594, 2.887065E-3, 2.820602E-3
0.182594, 6.831958E-3, 7.404574E-3
0.183594, 3.792922E-3, 2.814007E-3
0.184594, 2.612564E-3, 7.315365E-3
0.185594, 1.630144E-3, 5.667027E-3
0.186594, 7.831316E-3, 4.238765E-3
0.187594, 3.020682E-3, 3.012328E-3
0.188594, 6.617703E-3, 1.970258E-3
0.189594, 4.070343E-3, 1.095884E-3
0.190594, 5.719352E-3, 3.733050E-4
0.191594, 4.829680E-3, 2.126092E-4
0.192594, 5.087096E-3, 6.762233E-4
0.193594, 3.310251E-3, 9.682193E-3
0.194594, 6.823624E-3, 7.101356E-3
0.195594, 3.467279E-3, 4.912111E-3
0.196594, 2.025472E-3, 3.077799E-3
0.197594, 8.461720E-4, 7.087503E-3
0.198594, 9.850760E-5, 5.474871E-3
, , 
