Time (s), Percentage Displayed
0.006015, 95.631539
0.039104, 95.631539
0.072191, 97.901664
0.105331, 98.062531
0.138420, 101.798303
0.171508, 99.834353
0.203594, 100.786923
0.237683, 101.115582
0.270776, 102.362410
0.303861, 103.680309
0.337948, 102.200184
0.371039, 103.536474
0.404128, 103.792076
0.437188, 103.792076
0.470251, 102.512759
0.503392, 101.951505
0.537483, 102.086233
0.569567, 101.007256
0.602655, 101.782454
0.635742, 100.776066
0.668832, 101.808227
0.701919, 102.008412
0.736009, 100.920104
0.770099, 101.275817
0.803188, 100.483271
0.836222, 100.691901
0.869312, 99.353258
0.902431, 99.122312
0.934537, 100.627401
0.967624, 99.637448
1.000661, 100.178723
1.033779, 98.428393
1.066868, 99.252410
1.099976, 97.039972
1.134069, 97.697223
1.167158, 98.170437
1.200245, 97.577601
1.234334, 97.935954
1.267425, 97.871415
1.299510, 98.085630
1.332574, 98.177317
1.365638, 98.789856
1.398730, 97.859006
1.431839, 96.386658
1.464896, 96.397604
1.497995, 96.397604
1.531070, 97.459894
1.564158, 96.594458
1.598257, 97.378128
1.632371, 97.968630
1.666484, 97.913705
1.698517, 97.913705
1.731606, 98.002490
1.765725, 97.560606
1.798783, 97.014788
1.831887, 97.014788
1.864958, 95.414379
1.899108, 96.400981
1.932168, 96.400981
1.965257, 96.112332
1.998324, 96.604331
2.032430, 95.529214
2.065494, 97.743308
2.098615, 97.743308
2.132672, 95.668141
2.166760, 92.838611
2.199902, 92.062582
2.232964, 91.056237
2.266080, 91.040664
2.299117, 92.801043
2.332204, 93.451803
2.365294, 94.364455
2.399433, 94.983518
2.432521, 95.363138
2.466614, 96.067933
2.499703, 94.327853
2.532787, 95.309228
2.565877, 95.210294
2.599970, 97.572238
2.633054, 100.304370
2.666114, 100.368167
2.699230, 101.152813
2.732264, 101.152813
2.766354, 102.500185
2.799442, 101.227333
2.831527, 100.654968
2.864618, 100.575348
2.897775, 100.191410
2.931827, 100.308348
2.965940, 99.483362
2.999028, 100.912980
3.032094, 99.391984
3.065149, 96.853111
3.098238, 95.021143
3.131324, 94.199553
3.165417, 92.096951
3.198543, 89.846822
3.231591, 86.843360
3.265682, 86.536265
3.298773, 86.844125
3.331858, 87.131663
3.364975, 88.279697
3.399093, 87.151635
3.432181, 86.460751
3.465214, 86.157951
3.498357, 86.863270
3.532446, 86.839213
3.565535, 86.703931
3.598622, 89.248194
3.631712, 88.327412
3.665803, 90.620807
3.698890, 94.095302
3.731922, 97.734231
3.766014, 98.981360
3.799101, 99.468614
3.832214, 100.354226
3.865278, 98.344701
3.898365, 98.724416
3.932464, 99.324822
3.965598, 100.429196
3.998687, 100.220976
4.031774, 100.963173
4.065865, 102.193901
4.098952, 102.507866
4.132039, 101.094021
4.166131, 101.142399
4.199220, 99.462829
4.232252, 98.640304
4.265371, 98.097255
4.298483, 97.489491
4.331528, 96.705091
4.365661, 97.356361
4.398751, 98.064407
4.431841, 97.231702
4.464897, 97.714605
4.498964, 97.117861
4.532104, 98.000913
4.565272, 98.334774
4.599498, 97.818782
4.632586, 97.853342
4.665675, 99.184243
4.698767, 98.674876
4.731851, 98.181185
4.764972, 95.978736
4.799007, 96.903081
4.832119, 97.647547
4.866185, 100.250298
4.900244, 100.757440
4.933385, 101.980122
4.966473, 102.783194
4.998560, 102.310371
5.031636, 102.966348
5.064736, 103.731750
5.098792, 104.284094
5.131873, 103.941466
5.166006, 102.409391
5.200096, 103.196237
5.233184, 100.575765
5.266272, 98.598550
5.299358, 98.461968
5.332428, 96.410112
5.365505, 95.832741
5.398621, 92.494765
5.431675, 90.075819
5.465749, 89.393918
5.498919, 88.038453
5.531980, 87.046024
5.565044, 85.148142
5.599117, 83.088755
5.632246, 82.526595
5.665353, 82.739845
5.698421, 81.709643
5.732459, 82.062703
5.765600, 82.803052
5.798687, 83.026335
5.831773, 83.747249
5.865843, 81.493596
5.898952, 82.894043
5.932033, 83.251064
5.965130, 80.903810
5.999224, 83.501369
6.032308, 82.694263
