Time (s), Activation By Channel (% of MVC)
-5.694944, 3.539704E-3, 1.448854E-3, 2.410524E-3, 2.769691E-3, 5.949232E-3, 1.218168E-3, 5.538232E-3, 2.388698E-3
-5.693944, 6.841573E-3, 3.671724E-4, 8.924984E-3, 1.928334E-4, 7.315851E-3, 5.118505E-3, 2.344937E-3, 1.374888E-3
-5.692944, 2.345135E-4, 6.192850E-3, 8.906695E-3, 1.624307E-3, 1.232152E-2, 2.893845E-3, 8.603309E-3, 4.838327E-3
-5.691944, 4.033124E-3, 8.081601E-3, 6.305421E-3, 5.834853E-3, 4.527496E-3, 1.097029E-3, 2.378665E-3, 2.714605E-3
-5.690944, 3.753678E-5, 1.349785E-2, 6.246820E-3, 4.501495E-3, 2.981297E-3, 4.026443E-3, 6.089039E-4, 5.513528E-3
-5.689944, 5.085224E-3, 6.051423E-3, 4.967791E-3, 1.198298E-3, 5.982883E-3, 1.733497E-3, 2.731261E-3, 4.806373E-3
-5.688944, 4.306726E-3, 9.069997E-3, 2.111123E-3, 3.096952E-3, 3.441183E-3, 1.088711E-2, 1.967432E-3, 6.314194E-3
-5.687944, 3.611860E-3, 8.657387E-3, 4.229833E-5, 2.156901E-3, 5.165214E-3, 1.934014E-3, 3.008400E-3, 7.167311E-3
-5.686944, 2.994060E-3, 7.235862E-4, 2.954135E-3, 2.799832E-3, 6.927568E-3, 6.232345E-3, 7.307972E-7, 5.323353E-3
-5.685944, 8.917653E-3, 3.273522E-3, 7.155617E-3, 1.917048E-3, 1.015193E-2, 9.063183E-3, 4.869464E-6, 1.595100E-3
-5.684944, 4.155072E-3, 4.876161E-3, 3.435291E-3, 5.300378E-3, 3.429665E-3, 1.193863E-4, 2.133507E-3, 5.299285E-3
-5.683944, 2.672691E-3, 1.972032E-3, 4.959213E-3, 3.779282E-3, 9.300372E-3, 6.193052E-3, 5.076736E-3, 1.216641E-3
-5.682944, 1.446225E-3, 8.499845E-3, 3.692458E-3, 8.977915E-3, 4.468537E-3, 2.547589E-3, 3.577630E-3, 6.142498E-3
-5.681944, 6.021540E-3, 4.231299E-3, 1.703643E-3, 6.949569E-4, 1.385957E-3, 2.308438E-3, 4.141114E-3, 2.563203E-3
-5.680944, 6.847608E-3, 5.310771E-3, 1.191337E-3, 9.510230E-4, 1.224794E-3, 4.242100E-3, 3.036062E-3, 8.523518E-3
-5.679944, 9.297699E-3, 5.853961E-3, 5.081153E-3, 2.026272E-3, 5.389680E-3, 7.639294E-3, 6.400940E-3, 5.944679E-3
-5.678944, 4.141277E-3, 5.137444E-4, 1.149779E-3, 8.168745E-3, 5.972758E-3, 1.116899E-3, 4.176600E-3, 3.779388E-3
-5.677944, 1.846335E-4, 5.101851E-3, 6.086649E-3, 8.717219E-3, 2.565887E-3, 6.849906E-4, 1.995211E-3, 1.708149E-4
-5.676944, 5.820480E-4, 4.468977E-4, 2.402846E-3, 6.580231E-3, 2.040056E-5, 8.297590E-3, 2.103095E-3, 9.552312E-3
-5.675944, 7.646383E-3, 9.806483E-5, 8.284362E-3, 4.734113E-3, 6.807442E-3, 2.895734E-3, 6.464941E-3, 5.126497E-3
-5.674944, 5.963442E-3, 4.151699E-3, 3.481174E-3, 1.164803E-3, 6.128869E-4, 2.210660E-3, 5.042100E-3, 4.335141E-4
-5.673944, 2.345427E-3, 3.868430E-4, 2.342894E-3, 3.240504E-3, 3.870577E-3, 8.104883E-3, 1.653667E-3, 8.956052E-5
-5.672944, 3.609094E-4, 6.686265E-3, 1.551409E-6, 4.019127E-3, 4.745640E-3, 3.332727E-3, 3.464141E-3, 4.143757E-3
-5.671944, 2.291427E-3, 5.011173E-3, 9.163191E-3, 3.809702E-4, 5.126774E-3, 6.184129E-3, 1.865268E-3, 3.762417E-4
-5.670944, 1.412460E-3, 3.564234E-3, 6.731193E-3, 1.471791E-4, 1.379227E-3, 2.898364E-3, 3.008963E-3, 6.701418E-3
-5.669944, 3.613702E-3, 8.802961E-3, 3.492013E-4, 5.755967E-4, 3.900868E-3, 5.055658E-3, 2.056267E-3, 5.031447E-3
-5.668944, 2.762577E-3, 3.475835E-3, 2.198207E-3, 1.246411E-3, 3.428857E-3, 1.074742E-2, 9.022217E-4, 7.906617E-3
-5.667944, 6.332221E-3, 1.548000E-3, 5.235536E-3, 4.039915E-3, 7.299390E-3, 7.896198E-3, 5.615140E-3, 5.257792E-3
-5.666944, 6.428729E-3, 4.334968E-3, 3.888147E-3, 7.716957E-3, 1.113883E-3, 1.015969E-3, 3.539735E-3, 1.278328E-3
-5.665944, 2.480577E-3, 4.160143E-3, 3.738817E-3, 5.722272E-3, 3.098896E-3, 1.210267E-3, 3.338898E-4, 3.850240E-3
-5.664944, 4.535212E-3, 1.040956E-2, 2.579527E-3, 8.347427E-3, 2.210089E-3, 1.600797E-3, 1.019213E-3, 7.759675E-3
-5.663944, 1.017566E-2, 8.017261E-3, 5.468803E-4, 5.505397E-3, 1.443402E-3, 3.593536E-3, 8.008359E-3, 8.112977E-3
-5.662944, 8.534419E-4, 1.632383E-3, 6.318877E-4, 3.335139E-3, 1.373917E-3, 1.579412E-3, 1.272471E-2, 5.856477E-3
, , , , , , , , 
-5.661944, 9.202445E-3, 3.436643E-3, 5.797576E-3, 5.295510E-3, 5.540608E-3, 3.042335E-3, 9.070799E-3, 3.645491E-4
-5.660944, 1.828326E-3, 2.407613E-3, 4.986059E-3, 2.196610E-3, 3.437664E-4, 4.032118E-4, 3.824696E-3, 5.333885E-4
-5.659944, 1.454678E-3, 2.786902E-3, 3.914418E-3, 8.544071E-3, 1.941008E-3, 3.560437E-3, 1.956927E-3, 1.504796E-3
-5.658944, 8.115246E-3, 2.109301E-3, 2.976515E-3, 6.257051E-3, 2.982069E-3, 4.032642E-3, 3.882534E-3, 5.757448E-3
-5.657944, 6.098033E-3, 3.701500E-3, 8.641282E-3, 4.306422E-3, 4.210597E-3, 2.086002E-4, 7.997906E-3, 4.264266E-3
-5.656944, 4.365808E-3, 1.790570E-3, 7.974818E-3, 2.662583E-3, 4.869297E-3, 5.501847E-3, 8.502774E-3, 1.326790E-3
-5.655944, 1.419268E-3, 7.817176E-3, 5.822277E-4, 8.629856E-4, 7.381136E-4, 6.983216E-3, 6.350758E-3, 1.174229E-3
-5.654944, 9.197021E-4, 3.137545E-3, 4.857288E-3, 1.268075E-3, 4.503472E-3, 1.210280E-2, 1.947635E-4, 1.406417E-3
-5.653944, 3.720184E-4, 2.586028E-3, 6.476138E-3, 5.936045E-4, 5.971404E-3, 1.093111E-2, 5.402087E-5, 5.368394E-3
-5.652944, 6.546834E-3, 1.989515E-3, 7.407933E-3, 4.640213E-3, 2.470877E-3, 7.390287E-3, 6.673030E-5, 3.652638E-3
-5.651944, 3.845783E-3, 7.816019E-3, 3.454540E-3, 6.094969E-3, 2.027641E-3, 2.262409E-3, 1.988876E-3, 4.250922E-3
-5.650944, 3.470236E-4, 5.930176E-3, 2.621073E-3, 4.740443E-3, 3.796447E-3, 1.640456E-3, 9.614419E-4, 1.021496E-3
-5.649944, 4.374629E-3, 2.160472E-3, 8.377359E-3, 3.562555E-3, 7.063738E-3, 1.722155E-4, 7.383823E-3, 4.343071E-4
-5.648944, 3.281523E-3, 5.823663E-3, 5.630650E-3, 4.707361E-3, 2.580726E-3, 7.857321E-3, 8.903757E-4, 4.348436E-3
-5.647944, 1.928452E-4, 3.859568E-3, 9.852101E-4, 1.188280E-3, 5.135563E-3, 1.529093E-2, 1.675689E-3, 9.765666E-3
-5.646944, 2.041654E-3, 2.088332E-3, 3.617830E-3, 1.090669E-3, 4.003967E-3, 1.136187E-2, 1.295039E-3, 4.567308E-3
-5.645944, 5.711606E-3, 2.313238E-3, 7.574385E-3, 1.160046E-3, 9.517504E-3, 8.009069E-3, 5.276720E-3, 2.724289E-3
-5.644944, 3.758586E-3, 5.464773E-3, 5.801669E-3, 5.352343E-4, 4.387353E-3, 1.294916E-3, 2.902081E-3, 3.112852E-3
-5.643944, 4.331699E-3, 2.223420E-3, 4.241087E-5, 4.343739E-3, 4.779942E-3, 5.839853E-3, 4.267500E-3, 5.084366E-3
-5.642944, 7.841854E-3, 8.449513E-3, 7.661519E-5, 6.125108E-3, 3.873530E-3, 2.617667E-4, 3.737940E-3, 4.167091E-3
-5.641944, 3.553979E-3, 8.232006E-3, 1.639284E-4, 3.851687E-3, 1.338242E-3, 7.067602E-3, 2.884560E-3, 1.198591E-2
-5.640944, 6.764598E-3, 7.664620E-3, 1.935675E-3, 2.170655E-3, 3.836931E-3, 3.035097E-3, 2.151896E-3, 6.273649E-3
-5.639944, 4.417691E-3, 1.799957E-3, 3.349718E-3, 1.000160E-2, 9.835474E-3, 4.314572E-3, 8.001749E-3, 1.833088E-3
-5.638944, 3.071727E-4, 8.618385E-3, 2.285466E-3, 7.551366E-3, 7.231120E-3, 3.608061E-3, 5.353355E-3, 3.667164E-3
-5.637944, 4.898098E-3, 2.407413E-3, 4.101669E-3, 5.449590E-3, 6.782919E-4, 9.159763E-3, 9.925463E-4, 5.359871E-3
-5.636944, 6.332121E-3, 6.505255E-3, 3.071549E-3, 3.665800E-3, 2.382236E-3, 2.388073E-3, 6.575188E-3, 2.057886E-3
-5.635944, 4.963126E-3, 5.510032E-4, 2.183121E-3, 2.170858E-3, 3.038632E-3, 2.328853E-3, 5.306661E-3, 6.089304E-3
-5.634944, 1.024281E-2, 1.589515E-3, 3.584557E-3, 9.369703E-4, 1.803957E-3, 5.206497E-3, 4.183487E-3, 6.564011E-3
-5.633944, 2.778341E-3, 1.274741E-3, 4.396393E-3, 6.230676E-5, 7.822571E-3, 3.943176E-3, 9.669097E-3, 2.269717E-3
-5.632944, 6.073578E-4, 1.022056E-3, 4.726675E-3, 7.332451E-3, 3.613159E-3, 7.176534E-3, 6.683927E-3, 9.646852E-4
